"","DBN","School Name.x","Year.x","Percent_Attendance","Demographic Category","Demographic Variable","Percent_Chronically_Absent","School Name.y","Year.y","Total Enrollment","Grade 4","% Female","% Male","% Black","% White","% Students with Disabilities","% Poverty","Economic Need Index","G&T","Gen Ed","ICT","ICT & G&T","SC 12:1","SC 12:1:1","SC 15:1","SC 6:1:1","SC 8:1:1"
"6193","22K194","P.S. 194 Raoul Wallenberg","2017-18","92.5","SWD Status","Not SWD","27.4","P.S. 194 Raoul Wallenberg","2017-18",590,84,0.51,0.49,0.461,0.22,0.258,0.883,0.904,NA,27,26,NA,NA,12,NA,NA,NA
"6194","22K194","P.S. 194 Raoul Wallenberg","2017-18","92.1","Poverty","Poverty","26.3","P.S. 194 Raoul Wallenberg","2017-18",590,84,0.51,0.49,0.461,0.22,0.258,0.883,0.904,NA,27,26,NA,NA,12,NA,NA,NA
"6195","22K194","P.S. 194 Raoul Wallenberg","2017-18","92.4","ELL Status","Not ELL","26.3","P.S. 194 Raoul Wallenberg","2017-18",590,84,0.51,0.49,0.461,0.22,0.258,0.883,0.904,NA,27,26,NA,NA,12,NA,NA,NA
"6196","22K194","P.S. 194 Raoul Wallenberg","2017-18","s","Ethnicity","Asian","s","P.S. 194 Raoul Wallenberg","2017-18",590,84,0.51,0.49,0.461,0.22,0.258,0.883,0.904,NA,27,26,NA,NA,12,NA,NA,NA
"6197","22K194","P.S. 194 Raoul Wallenberg","2017-18","95.1","Poverty","Not Poverty","28.6","P.S. 194 Raoul Wallenberg","2017-18",590,84,0.51,0.49,0.461,0.22,0.258,0.883,0.904,NA,27,26,NA,NA,12,NA,NA,NA
"6198","22K194","P.S. 194 Raoul Wallenberg","2017-18","94.1","Gender","Male","14.3","P.S. 194 Raoul Wallenberg","2017-18",590,84,0.51,0.49,0.461,0.22,0.258,0.883,0.904,NA,27,26,NA,NA,12,NA,NA,NA
"6199","22K194","P.S. 194 Raoul Wallenberg","2017-18","93.5","Ethnicity","Hispanic","17.6","P.S. 194 Raoul Wallenberg","2017-18",590,84,0.51,0.49,0.461,0.22,0.258,0.883,0.904,NA,27,26,NA,NA,12,NA,NA,NA
"6200","22K194","P.S. 194 Raoul Wallenberg","2017-18","93.6","ELL Status","ELL","30.0","P.S. 194 Raoul Wallenberg","2017-18",590,84,0.51,0.49,0.461,0.22,0.258,0.883,0.904,NA,27,26,NA,NA,12,NA,NA,NA
"6201","22K194","P.S. 194 Raoul Wallenberg","2017-18","90.7","Ethnicity","Black","36.0","P.S. 194 Raoul Wallenberg","2017-18",590,84,0.51,0.49,0.461,0.22,0.258,0.883,0.904,NA,27,26,NA,NA,12,NA,NA,NA
"6202","22K195","P.S. 195 Manhattan Beach","2017-18","94.8","Ethnicity","White","15.4","P.S. 195 Manhattan Beach","2017-18",481,75,0.493,0.507,0.019,0.923,0.062,0.322,0.318,26,24,NA,NA,NA,NA,NA,NA,NA
"6203","22K195","P.S. 195 Manhattan Beach","2017-18","94.5","Gender","Male","17.8","P.S. 195 Manhattan Beach","2017-18",481,75,0.493,0.507,0.019,0.923,0.062,0.322,0.318,26,24,NA,NA,NA,NA,NA,NA,NA
"6204","22K195","P.S. 195 Manhattan Beach","2017-18","s","SWD Status","SWD","s","P.S. 195 Manhattan Beach","2017-18",481,75,0.493,0.507,0.019,0.923,0.062,0.322,0.318,26,24,NA,NA,NA,NA,NA,NA,NA
"6205","22K195","P.S. 195 Manhattan Beach","2017-18","s","Ethnicity","Other","s","P.S. 195 Manhattan Beach","2017-18",481,75,0.493,0.507,0.019,0.923,0.062,0.322,0.318,26,24,NA,NA,NA,NA,NA,NA,NA
"6206","22K195","P.S. 195 Manhattan Beach","2017-18","94.8","Poverty","Not Poverty","18.0","P.S. 195 Manhattan Beach","2017-18",481,75,0.493,0.507,0.019,0.923,0.062,0.322,0.318,26,24,NA,NA,NA,NA,NA,NA,NA
"6207","22K195","P.S. 195 Manhattan Beach","2017-18","s","ELL Status","ELL","s","P.S. 195 Manhattan Beach","2017-18",481,75,0.493,0.507,0.019,0.923,0.062,0.322,0.318,26,24,NA,NA,NA,NA,NA,NA,NA
"6208","22K195","P.S. 195 Manhattan Beach","2017-18","s","Ethnicity","Black","s","P.S. 195 Manhattan Beach","2017-18",481,75,0.493,0.507,0.019,0.923,0.062,0.322,0.318,26,24,NA,NA,NA,NA,NA,NA,NA
"6209","22K195","P.S. 195 Manhattan Beach","2017-18","s","Ethnicity","Hispanic","s","P.S. 195 Manhattan Beach","2017-18",481,75,0.493,0.507,0.019,0.923,0.062,0.322,0.318,26,24,NA,NA,NA,NA,NA,NA,NA
"6210","22K195","P.S. 195 Manhattan Beach","2017-18","95.3","Poverty","Poverty","8.0","P.S. 195 Manhattan Beach","2017-18",481,75,0.493,0.507,0.019,0.923,0.062,0.322,0.318,26,24,NA,NA,NA,NA,NA,NA,NA
"6211","22K195","P.S. 195 Manhattan Beach","2017-18","s","ELL Status","Not ELL","s","P.S. 195 Manhattan Beach","2017-18",481,75,0.493,0.507,0.019,0.923,0.062,0.322,0.318,26,24,NA,NA,NA,NA,NA,NA,NA
"6212","22K195","P.S. 195 Manhattan Beach","2017-18","s","Ethnicity","Asian","s","P.S. 195 Manhattan Beach","2017-18",481,75,0.493,0.507,0.019,0.923,0.062,0.322,0.318,26,24,NA,NA,NA,NA,NA,NA,NA
"6213","22K195","P.S. 195 Manhattan Beach","2017-18","s","SWD Status","Not SWD","s","P.S. 195 Manhattan Beach","2017-18",481,75,0.493,0.507,0.019,0.923,0.062,0.322,0.318,26,24,NA,NA,NA,NA,NA,NA,NA
"6214","22K195","P.S. 195 Manhattan Beach","2017-18","95.6","Gender","Female","10.0","P.S. 195 Manhattan Beach","2017-18",481,75,0.493,0.507,0.019,0.923,0.062,0.322,0.318,26,24,NA,NA,NA,NA,NA,NA,NA
"6215","22K195","P.S. 195 Manhattan Beach","2017-18","95.0","All Students","All Students","14.7","P.S. 195 Manhattan Beach","2017-18",481,75,0.493,0.507,0.019,0.923,0.062,0.322,0.318,26,24,NA,NA,NA,NA,NA,NA,NA
"6216","22K197","P.S. 197 - The Kings Highway Academy","2017-18","94.6","SWD Status","Not SWD","12.8","P.S. 197 - The Kings Highway Academy","2017-18",664,104,0.523,0.477,0.102,0.622,0.179,0.646,0.691,NA,31,32,NA,8,11.3,NA,NA,NA
"6217","22K197","P.S. 197 - The Kings Highway Academy","2017-18","94.4","All Students","All Students","14.9","P.S. 197 - The Kings Highway Academy","2017-18",664,104,0.523,0.477,0.102,0.622,0.179,0.646,0.691,NA,31,32,NA,8,11.3,NA,NA,NA
"6218","22K197","P.S. 197 - The Kings Highway Academy","2017-18","94.3","Ethnicity","Hispanic","18.8","P.S. 197 - The Kings Highway Academy","2017-18",664,104,0.523,0.477,0.102,0.622,0.179,0.646,0.691,NA,31,32,NA,8,11.3,NA,NA,NA
"6219","22K197","P.S. 197 - The Kings Highway Academy","2017-18","s","Ethnicity","Other","s","P.S. 197 - The Kings Highway Academy","2017-18",664,104,0.523,0.477,0.102,0.622,0.179,0.646,0.691,NA,31,32,NA,8,11.3,NA,NA,NA
"6220","22K197","P.S. 197 - The Kings Highway Academy","2017-18","93.5","ELL Status","ELL","22.5","P.S. 197 - The Kings Highway Academy","2017-18",664,104,0.523,0.477,0.102,0.622,0.179,0.646,0.691,NA,31,32,NA,8,11.3,NA,NA,NA
"6221","22K197","P.S. 197 - The Kings Highway Academy","2017-18","94.8","ELL Status","Not ELL","10.8","P.S. 197 - The Kings Highway Academy","2017-18",664,104,0.523,0.477,0.102,0.622,0.179,0.646,0.691,NA,31,32,NA,8,11.3,NA,NA,NA
"6222","22K197","P.S. 197 - The Kings Highway Academy","2017-18","94.6","Gender","Male","15.1","P.S. 197 - The Kings Highway Academy","2017-18",664,104,0.523,0.477,0.102,0.622,0.179,0.646,0.691,NA,31,32,NA,8,11.3,NA,NA,NA
"6223","22K197","P.S. 197 - The Kings Highway Academy","2017-18","95.3","Poverty","Not Poverty","12.5","P.S. 197 - The Kings Highway Academy","2017-18",664,104,0.523,0.477,0.102,0.622,0.179,0.646,0.691,NA,31,32,NA,8,11.3,NA,NA,NA
"6224","22K197","P.S. 197 - The Kings Highway Academy","2017-18","94.3","Gender","Female","14.8","P.S. 197 - The Kings Highway Academy","2017-18",664,104,0.523,0.477,0.102,0.622,0.179,0.646,0.691,NA,31,32,NA,8,11.3,NA,NA,NA
"6225","22K197","P.S. 197 - The Kings Highway Academy","2017-18","90.6","Ethnicity","Asian","41.2","P.S. 197 - The Kings Highway Academy","2017-18",664,104,0.523,0.477,0.102,0.622,0.179,0.646,0.691,NA,31,32,NA,8,11.3,NA,NA,NA
"6226","22K197","P.S. 197 - The Kings Highway Academy","2017-18","93.7","SWD Status","SWD","25.0","P.S. 197 - The Kings Highway Academy","2017-18",664,104,0.523,0.477,0.102,0.622,0.179,0.646,0.691,NA,31,32,NA,8,11.3,NA,NA,NA
"6227","22K197","P.S. 197 - The Kings Highway Academy","2017-18","94.1","Poverty","Poverty","15.9","P.S. 197 - The Kings Highway Academy","2017-18",664,104,0.523,0.477,0.102,0.622,0.179,0.646,0.691,NA,31,32,NA,8,11.3,NA,NA,NA
"6228","22K197","P.S. 197 - The Kings Highway Academy","2017-18","s","Ethnicity","Black","s","P.S. 197 - The Kings Highway Academy","2017-18",664,104,0.523,0.477,0.102,0.622,0.179,0.646,0.691,NA,31,32,NA,8,11.3,NA,NA,NA
"6229","22K197","P.S. 197 - The Kings Highway Academy","2017-18","94.9","Ethnicity","White","9.7","P.S. 197 - The Kings Highway Academy","2017-18",664,104,0.523,0.477,0.102,0.622,0.179,0.646,0.691,NA,31,32,NA,8,11.3,NA,NA,NA
"6230","22K198","P.S. 198 Brooklyn","2017-18","s","Ethnicity","Other","s","P.S. 198 Brooklyn","2017-18",390,65,0.477,0.523,0.854,0.01,0.226,0.836,0.75,NA,18.5,23,NA,NA,10,NA,NA,NA
"6231","22K198","P.S. 198 Brooklyn","2017-18","95.2","SWD Status","SWD","6.3","P.S. 198 Brooklyn","2017-18",390,65,0.477,0.523,0.854,0.01,0.226,0.836,0.75,NA,18.5,23,NA,NA,10,NA,NA,NA
"6232","22K198","P.S. 198 Brooklyn","2017-18","s","Ethnicity","White","s","P.S. 198 Brooklyn","2017-18",390,65,0.477,0.523,0.854,0.01,0.226,0.836,0.75,NA,18.5,23,NA,NA,10,NA,NA,NA
"6233","22K198","P.S. 198 Brooklyn","2017-18","93.3","Poverty","Poverty","25.0","P.S. 198 Brooklyn","2017-18",390,65,0.477,0.523,0.854,0.01,0.226,0.836,0.75,NA,18.5,23,NA,NA,10,NA,NA,NA
"6234","22K198","P.S. 198 Brooklyn","2017-18","s","ELL Status","Not ELL","s","P.S. 198 Brooklyn","2017-18",390,65,0.477,0.523,0.854,0.01,0.226,0.836,0.75,NA,18.5,23,NA,NA,10,NA,NA,NA
"6235","22K198","P.S. 198 Brooklyn","2017-18","93.6","All Students","All Students","21.2","P.S. 198 Brooklyn","2017-18",390,65,0.477,0.523,0.854,0.01,0.226,0.836,0.75,NA,18.5,23,NA,NA,10,NA,NA,NA
"6236","22K198","P.S. 198 Brooklyn","2017-18","93.2","SWD Status","Not SWD","26.0","P.S. 198 Brooklyn","2017-18",390,65,0.477,0.523,0.854,0.01,0.226,0.836,0.75,NA,18.5,23,NA,NA,10,NA,NA,NA
"6237","22K198","P.S. 198 Brooklyn","2017-18","s","ELL Status","ELL","s","P.S. 198 Brooklyn","2017-18",390,65,0.477,0.523,0.854,0.01,0.226,0.836,0.75,NA,18.5,23,NA,NA,10,NA,NA,NA
"6238","22K198","P.S. 198 Brooklyn","2017-18","92.3","Gender","Female","30.4","P.S. 198 Brooklyn","2017-18",390,65,0.477,0.523,0.854,0.01,0.226,0.836,0.75,NA,18.5,23,NA,NA,10,NA,NA,NA
"6239","22K198","P.S. 198 Brooklyn","2017-18","s","Ethnicity","Asian","s","P.S. 198 Brooklyn","2017-18",390,65,0.477,0.523,0.854,0.01,0.226,0.836,0.75,NA,18.5,23,NA,NA,10,NA,NA,NA
"6240","22K198","P.S. 198 Brooklyn","2017-18","s","Ethnicity","Hispanic","s","P.S. 198 Brooklyn","2017-18",390,65,0.477,0.523,0.854,0.01,0.226,0.836,0.75,NA,18.5,23,NA,NA,10,NA,NA,NA
"6241","22K198","P.S. 198 Brooklyn","2017-18","95.7","Poverty","Not Poverty","0.0","P.S. 198 Brooklyn","2017-18",390,65,0.477,0.523,0.854,0.01,0.226,0.836,0.75,NA,18.5,23,NA,NA,10,NA,NA,NA
"6242","22K198","P.S. 198 Brooklyn","2017-18","94.1","Ethnicity","Black","19.7","P.S. 198 Brooklyn","2017-18",390,65,0.477,0.523,0.854,0.01,0.226,0.836,0.75,NA,18.5,23,NA,NA,10,NA,NA,NA
"6243","22K198","P.S. 198 Brooklyn","2017-18","94.3","Gender","Male","16.3","P.S. 198 Brooklyn","2017-18",390,65,0.477,0.523,0.854,0.01,0.226,0.836,0.75,NA,18.5,23,NA,NA,10,NA,NA,NA
"6244","22K203","P.S. 203 Floyd Bennett School","2017-18","93.5","Poverty","Poverty","19.7","P.S. 203 Floyd Bennett School","2017-18",729,103,0.483,0.517,0.765,0.034,0.217,0.671,0.658,NA,31,30.5,NA,NA,11.8,NA,NA,NA
"6245","22K203","P.S. 203 Floyd Bennett School","2017-18","94.0","ELL Status","Not ELL","17.3","P.S. 203 Floyd Bennett School","2017-18",729,103,0.483,0.517,0.765,0.034,0.217,0.671,0.658,NA,31,30.5,NA,NA,11.8,NA,NA,NA
"6246","22K203","P.S. 203 Floyd Bennett School","2017-18","s","Ethnicity","Asian","s","P.S. 203 Floyd Bennett School","2017-18",729,103,0.483,0.517,0.765,0.034,0.217,0.671,0.658,NA,31,30.5,NA,NA,11.8,NA,NA,NA
"6247","22K203","P.S. 203 Floyd Bennett School","2017-18","94.0","Ethnicity","Black","18.3","P.S. 203 Floyd Bennett School","2017-18",729,103,0.483,0.517,0.765,0.034,0.217,0.671,0.658,NA,31,30.5,NA,NA,11.8,NA,NA,NA
"6248","22K203","P.S. 203 Floyd Bennett School","2017-18","94.3","Gender","Male","17.9","P.S. 203 Floyd Bennett School","2017-18",729,103,0.483,0.517,0.765,0.034,0.217,0.671,0.658,NA,31,30.5,NA,NA,11.8,NA,NA,NA
"6249","22K203","P.S. 203 Floyd Bennett School","2017-18","s","Ethnicity","Other","s","P.S. 203 Floyd Bennett School","2017-18",729,103,0.483,0.517,0.765,0.034,0.217,0.671,0.658,NA,31,30.5,NA,NA,11.8,NA,NA,NA
"6250","22K203","P.S. 203 Floyd Bennett School","2017-18","93.7","Gender","Female","17.3","P.S. 203 Floyd Bennett School","2017-18",729,103,0.483,0.517,0.765,0.034,0.217,0.671,0.658,NA,31,30.5,NA,NA,11.8,NA,NA,NA
"6251","22K203","P.S. 203 Floyd Bennett School","2017-18","93.8","SWD Status","SWD","12.5","P.S. 203 Floyd Bennett School","2017-18",729,103,0.483,0.517,0.765,0.034,0.217,0.671,0.658,NA,31,30.5,NA,NA,11.8,NA,NA,NA
"6252","22K203","P.S. 203 Floyd Bennett School","2017-18","93.8","ELL Status","ELL","20.0","P.S. 203 Floyd Bennett School","2017-18",729,103,0.483,0.517,0.765,0.034,0.217,0.671,0.658,NA,31,30.5,NA,NA,11.8,NA,NA,NA
"6253","22K203","P.S. 203 Floyd Bennett School","2017-18","94.0","All Students","All Students","17.6","P.S. 203 Floyd Bennett School","2017-18",729,103,0.483,0.517,0.765,0.034,0.217,0.671,0.658,NA,31,30.5,NA,NA,11.8,NA,NA,NA
"6254","22K203","P.S. 203 Floyd Bennett School","2017-18","95.2","Poverty","Not Poverty","12.5","P.S. 203 Floyd Bennett School","2017-18",729,103,0.483,0.517,0.765,0.034,0.217,0.671,0.658,NA,31,30.5,NA,NA,11.8,NA,NA,NA
"6255","22K203","P.S. 203 Floyd Bennett School","2017-18","s","Ethnicity","White","s","P.S. 203 Floyd Bennett School","2017-18",729,103,0.483,0.517,0.765,0.034,0.217,0.671,0.658,NA,31,30.5,NA,NA,11.8,NA,NA,NA
"6256","22K203","P.S. 203 Floyd Bennett School","2017-18","94.1","Ethnicity","Hispanic","11.8","P.S. 203 Floyd Bennett School","2017-18",729,103,0.483,0.517,0.765,0.034,0.217,0.671,0.658,NA,31,30.5,NA,NA,11.8,NA,NA,NA
"6257","22K203","P.S. 203 Floyd Bennett School","2017-18","94.1","SWD Status","Not SWD","19.7","P.S. 203 Floyd Bennett School","2017-18",729,103,0.483,0.517,0.765,0.034,0.217,0.671,0.658,NA,31,30.5,NA,NA,11.8,NA,NA,NA
"6258","22K206","P.S. 206 Joseph F Lamb","2017-18","96.7","Poverty","Not Poverty","6.7","P.S. 206 Joseph F Lamb","2017-18",1505,177,0.506,0.494,0.016,0.396,0.128,0.736,0.608,NA,29.4,27,NA,11.5,11,NA,NA,NA
"6259","22K206","P.S. 206 Joseph F Lamb","2017-18","95.0","ELL Status","ELL","13.9","P.S. 206 Joseph F Lamb","2017-18",1505,177,0.506,0.494,0.016,0.396,0.128,0.736,0.608,NA,29.4,27,NA,11.5,11,NA,NA,NA
"6260","22K206","P.S. 206 Joseph F Lamb","2017-18","96.1","Gender","Female","10.8","P.S. 206 Joseph F Lamb","2017-18",1505,177,0.506,0.494,0.016,0.396,0.128,0.736,0.608,NA,29.4,27,NA,11.5,11,NA,NA,NA
"6261","22K206","P.S. 206 Joseph F Lamb","2017-18","95.8","Poverty","Poverty","12.0","P.S. 206 Joseph F Lamb","2017-18",1505,177,0.506,0.494,0.016,0.396,0.128,0.736,0.608,NA,29.4,27,NA,11.5,11,NA,NA,NA
"6262","22K206","P.S. 206 Joseph F Lamb","2017-18","94.9","Ethnicity","White","12.0","P.S. 206 Joseph F Lamb","2017-18",1505,177,0.506,0.494,0.016,0.396,0.128,0.736,0.608,NA,29.4,27,NA,11.5,11,NA,NA,NA
"6263","22K206","P.S. 206 Joseph F Lamb","2017-18","s","Ethnicity","Black","s","P.S. 206 Joseph F Lamb","2017-18",1505,177,0.506,0.494,0.016,0.396,0.128,0.736,0.608,NA,29.4,27,NA,11.5,11,NA,NA,NA
"6264","22K206","P.S. 206 Joseph F Lamb","2017-18","97.4","Ethnicity","Asian","9.0","P.S. 206 Joseph F Lamb","2017-18",1505,177,0.506,0.494,0.016,0.396,0.128,0.736,0.608,NA,29.4,27,NA,11.5,11,NA,NA,NA
"6265","22K206","P.S. 206 Joseph F Lamb","2017-18","95.8","Gender","Male","10.6","P.S. 206 Joseph F Lamb","2017-18",1505,177,0.506,0.494,0.016,0.396,0.128,0.736,0.608,NA,29.4,27,NA,11.5,11,NA,NA,NA
"6266","22K206","P.S. 206 Joseph F Lamb","2017-18","93.4","Ethnicity","Hispanic","15.8","P.S. 206 Joseph F Lamb","2017-18",1505,177,0.506,0.494,0.016,0.396,0.128,0.736,0.608,NA,29.4,27,NA,11.5,11,NA,NA,NA
"6267","22K206","P.S. 206 Joseph F Lamb","2017-18","95.7","SWD Status","SWD","13.3","P.S. 206 Joseph F Lamb","2017-18",1505,177,0.506,0.494,0.016,0.396,0.128,0.736,0.608,NA,29.4,27,NA,11.5,11,NA,NA,NA
"6268","22K206","P.S. 206 Joseph F Lamb","2017-18","96.0","All Students","All Students","10.7","P.S. 206 Joseph F Lamb","2017-18",1505,177,0.506,0.494,0.016,0.396,0.128,0.736,0.608,NA,29.4,27,NA,11.5,11,NA,NA,NA
"6269","22K206","P.S. 206 Joseph F Lamb","2017-18","96.2","ELL Status","Not ELL","9.9","P.S. 206 Joseph F Lamb","2017-18",1505,177,0.506,0.494,0.016,0.396,0.128,0.736,0.608,NA,29.4,27,NA,11.5,11,NA,NA,NA
"6270","22K206","P.S. 206 Joseph F Lamb","2017-18","96.0","SWD Status","Not SWD","10.5","P.S. 206 Joseph F Lamb","2017-18",1505,177,0.506,0.494,0.016,0.396,0.128,0.736,0.608,NA,29.4,27,NA,11.5,11,NA,NA,NA
"6271","22K206","P.S. 206 Joseph F Lamb","2017-18","s","Ethnicity","Other","s","P.S. 206 Joseph F Lamb","2017-18",1505,177,0.506,0.494,0.016,0.396,0.128,0.736,0.608,NA,29.4,27,NA,11.5,11,NA,NA,NA
"6272","22K207","P.S. 207 Elizabeth G. Leary","2017-18","96.0","Poverty","Not Poverty","4.8","P.S. 207 Elizabeth G. Leary","2017-18",1228,139,0.477,0.523,0.339,0.362,0.194,0.518,0.389,NA,27.7,24,NA,NA,8.4,NA,NA,NA
"6273","22K207","P.S. 207 Elizabeth G. Leary","2017-18","s","Ethnicity","Other","s","P.S. 207 Elizabeth G. Leary","2017-18",1228,139,0.477,0.523,0.339,0.362,0.194,0.518,0.389,NA,27.7,24,NA,NA,8.4,NA,NA,NA
"6274","22K207","P.S. 207 Elizabeth G. Leary","2017-18","95.4","All Students","All Students","12.6","P.S. 207 Elizabeth G. Leary","2017-18",1228,139,0.477,0.523,0.339,0.362,0.194,0.518,0.389,NA,27.7,24,NA,NA,8.4,NA,NA,NA
"6275","22K207","P.S. 207 Elizabeth G. Leary","2017-18","94.2","ELL Status","ELL","14.3","P.S. 207 Elizabeth G. Leary","2017-18",1228,139,0.477,0.523,0.339,0.362,0.194,0.518,0.389,NA,27.7,24,NA,NA,8.4,NA,NA,NA
"6276","22K207","P.S. 207 Elizabeth G. Leary","2017-18","96.0","SWD Status","Not SWD","9.5","P.S. 207 Elizabeth G. Leary","2017-18",1228,139,0.477,0.523,0.339,0.362,0.194,0.518,0.389,NA,27.7,24,NA,NA,8.4,NA,NA,NA
"6277","22K207","P.S. 207 Elizabeth G. Leary","2017-18","94.4","Ethnicity","Hispanic","16.7","P.S. 207 Elizabeth G. Leary","2017-18",1228,139,0.477,0.523,0.339,0.362,0.194,0.518,0.389,NA,27.7,24,NA,NA,8.4,NA,NA,NA
"6278","22K207","P.S. 207 Elizabeth G. Leary","2017-18","95.9","Gender","Female","10.3","P.S. 207 Elizabeth G. Leary","2017-18",1228,139,0.477,0.523,0.339,0.362,0.194,0.518,0.389,NA,27.7,24,NA,NA,8.4,NA,NA,NA
"6279","22K207","P.S. 207 Elizabeth G. Leary","2017-18","93.7","SWD Status","SWD","21.1","P.S. 207 Elizabeth G. Leary","2017-18",1228,139,0.477,0.523,0.339,0.362,0.194,0.518,0.389,NA,27.7,24,NA,NA,8.4,NA,NA,NA
"6280","22K207","P.S. 207 Elizabeth G. Leary","2017-18","s","Ethnicity","Asian","s","P.S. 207 Elizabeth G. Leary","2017-18",1228,139,0.477,0.523,0.339,0.362,0.194,0.518,0.389,NA,27.7,24,NA,NA,8.4,NA,NA,NA
"6281","22K207","P.S. 207 Elizabeth G. Leary","2017-18","94.9","Poverty","Poverty","18.5","P.S. 207 Elizabeth G. Leary","2017-18",1228,139,0.477,0.523,0.339,0.362,0.194,0.518,0.389,NA,27.7,24,NA,NA,8.4,NA,NA,NA
"6282","22K207","P.S. 207 Elizabeth G. Leary","2017-18","95.3","Ethnicity","Black","15.3","P.S. 207 Elizabeth G. Leary","2017-18",1228,139,0.477,0.523,0.339,0.362,0.194,0.518,0.389,NA,27.7,24,NA,NA,8.4,NA,NA,NA
"6283","22K207","P.S. 207 Elizabeth G. Leary","2017-18","95.4","ELL Status","Not ELL","12.5","P.S. 207 Elizabeth G. Leary","2017-18",1228,139,0.477,0.523,0.339,0.362,0.194,0.518,0.389,NA,27.7,24,NA,NA,8.4,NA,NA,NA
"6284","22K207","P.S. 207 Elizabeth G. Leary","2017-18","95.7","Ethnicity","White","8.9","P.S. 207 Elizabeth G. Leary","2017-18",1228,139,0.477,0.523,0.339,0.362,0.194,0.518,0.389,NA,27.7,24,NA,NA,8.4,NA,NA,NA
"6285","22K207","P.S. 207 Elizabeth G. Leary","2017-18","95.0","Gender","Male","14.1","P.S. 207 Elizabeth G. Leary","2017-18",1228,139,0.477,0.523,0.339,0.362,0.194,0.518,0.389,NA,27.7,24,NA,NA,8.4,NA,NA,NA
"6286","22K217","P.S. 217 Colonel David Marcus School","2017-18","96.9","Poverty","Not Poverty","5.9","P.S. 217 Colonel David Marcus School","2017-18",1186,181,0.473,0.527,0.095,0.175,0.148,0.777,0.802,NA,29.8,28,NA,NA,10,NA,NA,NA
"6287","22K217","P.S. 217 Colonel David Marcus School","2017-18","93.8","Ethnicity","Asian","16.0","P.S. 217 Colonel David Marcus School","2017-18",1186,181,0.473,0.527,0.095,0.175,0.148,0.777,0.802,NA,29.8,28,NA,NA,10,NA,NA,NA
"6288","22K217","P.S. 217 Colonel David Marcus School","2017-18","94.8","Ethnicity","Hispanic","12.5","P.S. 217 Colonel David Marcus School","2017-18",1186,181,0.473,0.527,0.095,0.175,0.148,0.777,0.802,NA,29.8,28,NA,NA,10,NA,NA,NA
"6289","22K217","P.S. 217 Colonel David Marcus School","2017-18","93.0","ELL Status","ELL","21.6","P.S. 217 Colonel David Marcus School","2017-18",1186,181,0.473,0.527,0.095,0.175,0.148,0.777,0.802,NA,29.8,28,NA,NA,10,NA,NA,NA
"6290","22K217","P.S. 217 Colonel David Marcus School","2017-18","94.8","Gender","Female","15.2","P.S. 217 Colonel David Marcus School","2017-18",1186,181,0.473,0.527,0.095,0.175,0.148,0.777,0.802,NA,29.8,28,NA,NA,10,NA,NA,NA
"6291","22K217","P.S. 217 Colonel David Marcus School","2017-18","93.8","Poverty","Poverty","17.4","P.S. 217 Colonel David Marcus School","2017-18",1186,181,0.473,0.527,0.095,0.175,0.148,0.777,0.802,NA,29.8,28,NA,NA,10,NA,NA,NA
"6292","22K217","P.S. 217 Colonel David Marcus School","2017-18","s","Ethnicity","Black","s","P.S. 217 Colonel David Marcus School","2017-18",1186,181,0.473,0.527,0.095,0.175,0.148,0.777,0.802,NA,29.8,28,NA,NA,10,NA,NA,NA
"6293","22K217","P.S. 217 Colonel David Marcus School","2017-18","96.0","Ethnicity","White","11.5","P.S. 217 Colonel David Marcus School","2017-18",1186,181,0.473,0.527,0.095,0.175,0.148,0.777,0.802,NA,29.8,28,NA,NA,10,NA,NA,NA
"6294","22K217","P.S. 217 Colonel David Marcus School","2017-18","94.5","SWD Status","SWD","16.7","P.S. 217 Colonel David Marcus School","2017-18",1186,181,0.473,0.527,0.095,0.175,0.148,0.777,0.802,NA,29.8,28,NA,NA,10,NA,NA,NA
"6295","22K217","P.S. 217 Colonel David Marcus School","2017-18","94.4","SWD Status","Not SWD","15.0","P.S. 217 Colonel David Marcus School","2017-18",1186,181,0.473,0.527,0.095,0.175,0.148,0.777,0.802,NA,29.8,28,NA,NA,10,NA,NA,NA
"6296","22K217","P.S. 217 Colonel David Marcus School","2017-18","s","Ethnicity","Other","s","P.S. 217 Colonel David Marcus School","2017-18",1186,181,0.473,0.527,0.095,0.175,0.148,0.777,0.802,NA,29.8,28,NA,NA,10,NA,NA,NA
"6297","22K217","P.S. 217 Colonel David Marcus School","2017-18","94.4","All Students","All Students","15.3","P.S. 217 Colonel David Marcus School","2017-18",1186,181,0.473,0.527,0.095,0.175,0.148,0.777,0.802,NA,29.8,28,NA,NA,10,NA,NA,NA
"6298","22K217","P.S. 217 Colonel David Marcus School","2017-18","94.8","ELL Status","Not ELL","13.7","P.S. 217 Colonel David Marcus School","2017-18",1186,181,0.473,0.527,0.095,0.175,0.148,0.777,0.802,NA,29.8,28,NA,NA,10,NA,NA,NA
"6299","22K217","P.S. 217 Colonel David Marcus School","2017-18","94.1","Gender","Male","15.4","P.S. 217 Colonel David Marcus School","2017-18",1186,181,0.473,0.527,0.095,0.175,0.148,0.777,0.802,NA,29.8,28,NA,NA,10,NA,NA,NA
