"","X","DBN","School.Name.x","Year.x","Percent_Attendance","Demographic.Category","Demographic.Variable","Percent_Chronically_Absent","School.Name.y","Year.y","Total.Enrollment","Grade.3","X..Female","X..Male","X..Black","X..White","X..Students.with.Disabilities","X..Poverty","Economic.Need.Index","Gen.Ed","ICT","SC.12.1","SC.12.1.1","SC.15.1","SC.6.1.1","SC.8.1.1","borough"
"3620",3620,"19K364","I.S. 364 Gateway","2017-18","s","Ethnicity","Asian","s","I.S. 364 Gateway","2017-18",350,0,0.451,0.549,0.643,0.026,0.28,0.834,0.825,26,26,NA,11,NA,NA,NA,"Brooklyn"
"3621",3621,"19K364","I.S. 364 Gateway","2017-18","s","SWD Status","SWD","s","I.S. 364 Gateway","2017-18",350,0,0.451,0.549,0.643,0.026,0.28,0.834,0.825,26,26,NA,11,NA,NA,NA,"Brooklyn"
"3622",3622,"19K364","I.S. 364 Gateway","2017-18","90.9","Gender","Male","s","I.S. 364 Gateway","2017-18",350,0,0.451,0.549,0.643,0.026,0.28,0.834,0.825,26,26,NA,11,NA,NA,NA,"Brooklyn"
"3623",3623,"19K364","I.S. 364 Gateway","2017-18","88.6","Ethnicity","Hispanic","52.5","I.S. 364 Gateway","2017-18",350,0,0.451,0.549,0.643,0.026,0.28,0.834,0.825,26,26,NA,11,NA,NA,NA,"Brooklyn"
"3624",3624,"19K364","I.S. 364 Gateway","2017-18","s","Poverty","Poverty","s","I.S. 364 Gateway","2017-18",350,0,0.451,0.549,0.643,0.026,0.28,0.834,0.825,26,26,NA,11,NA,NA,NA,"Brooklyn"
"3625",3625,"19K364","I.S. 364 Gateway","2017-18","s","Poverty","Not Poverty","s","I.S. 364 Gateway","2017-18",350,0,0.451,0.549,0.643,0.026,0.28,0.834,0.825,26,26,NA,11,NA,NA,NA,"Brooklyn"
"3626",3626,"19K364","I.S. 364 Gateway","2017-18","s","Ethnicity","Black","s","I.S. 364 Gateway","2017-18",350,0,0.451,0.549,0.643,0.026,0.28,0.834,0.825,26,26,NA,11,NA,NA,NA,"Brooklyn"
"3627",3627,"19K364","I.S. 364 Gateway","2017-18","s","SWD Status","Not SWD","s","I.S. 364 Gateway","2017-18",350,0,0.451,0.549,0.643,0.026,0.28,0.834,0.825,26,26,NA,11,NA,NA,NA,"Brooklyn"
"3628",3628,"19K364","I.S. 364 Gateway","2017-18","s","Ethnicity","Other","s","I.S. 364 Gateway","2017-18",350,0,0.451,0.549,0.643,0.026,0.28,0.834,0.825,26,26,NA,11,NA,NA,NA,"Brooklyn"
"3629",3629,"19K364","I.S. 364 Gateway","2017-18","s","ELL Status","Not ELL","s","I.S. 364 Gateway","2017-18",350,0,0.451,0.549,0.643,0.026,0.28,0.834,0.825,26,26,NA,11,NA,NA,NA,"Brooklyn"
"3630",3630,"19K364","I.S. 364 Gateway","2017-18","s","Ethnicity","White","s","I.S. 364 Gateway","2017-18",350,0,0.451,0.549,0.643,0.026,0.28,0.834,0.825,26,26,NA,11,NA,NA,NA,"Brooklyn"
"3631",3631,"19K364","I.S. 364 Gateway","2017-18","s","Gender","Female","s","I.S. 364 Gateway","2017-18",350,0,0.451,0.549,0.643,0.026,0.28,0.834,0.825,26,26,NA,11,NA,NA,NA,"Brooklyn"
"3632",3632,"19K404","Academy for Young Writers","2017-18","s","ELL Status","ELL","s","Academy for Young Writers","2017-18",546,0,0.606,0.394,0.701,0.011,0.203,0.842,0.803,NA,21.3,NA,NA,NA,NA,NA,"Brooklyn"
"3633",3633,"19K404","Academy for Young Writers","2017-18","s","Ethnicity","Asian","s","Academy for Young Writers","2017-18",546,0,0.606,0.394,0.701,0.011,0.203,0.842,0.803,NA,21.3,NA,NA,NA,NA,NA,"Brooklyn"
"3634",3634,"19K404","Academy for Young Writers","2017-18","s","ELL Status","Not ELL","s","Academy for Young Writers","2017-18",546,0,0.606,0.394,0.701,0.011,0.203,0.842,0.803,NA,21.3,NA,NA,NA,NA,NA,"Brooklyn"
"3635",3635,"19K404","Academy for Young Writers","2017-18","91.1","Gender","Male","30.0","Academy for Young Writers","2017-18",546,0,0.606,0.394,0.701,0.011,0.203,0.842,0.803,NA,21.3,NA,NA,NA,NA,NA,"Brooklyn"
"3636",3636,"19K404","Academy for Young Writers","2017-18","91.8","All Students","All Students","26.7","Academy for Young Writers","2017-18",546,0,0.606,0.394,0.701,0.011,0.203,0.842,0.803,NA,21.3,NA,NA,NA,NA,NA,"Brooklyn"
"3637",3637,"19K404","Academy for Young Writers","2017-18","92.2","Gender","Female","24.4","Academy for Young Writers","2017-18",546,0,0.606,0.394,0.701,0.011,0.203,0.842,0.803,NA,21.3,NA,NA,NA,NA,NA,"Brooklyn"
"3638",3638,"19K404","Academy for Young Writers","2017-18","90.7","Ethnicity","Hispanic","27.3","Academy for Young Writers","2017-18",546,0,0.606,0.394,0.701,0.011,0.203,0.842,0.803,NA,21.3,NA,NA,NA,NA,NA,"Brooklyn"
"3639",3639,"19K404","Academy for Young Writers","2017-18","91.4","Poverty","Not Poverty","16.7","Academy for Young Writers","2017-18",546,0,0.606,0.394,0.701,0.011,0.203,0.842,0.803,NA,21.3,NA,NA,NA,NA,NA,"Brooklyn"
"3640",3640,"19K404","Academy for Young Writers","2017-18","88.7","SWD Status","SWD","33.3","Academy for Young Writers","2017-18",546,0,0.606,0.394,0.701,0.011,0.203,0.842,0.803,NA,21.3,NA,NA,NA,NA,NA,"Brooklyn"
"3641",3641,"19K404","Academy for Young Writers","2017-18","s","Ethnicity","White","s","Academy for Young Writers","2017-18",546,0,0.606,0.394,0.701,0.011,0.203,0.842,0.803,NA,21.3,NA,NA,NA,NA,NA,"Brooklyn"
"3642",3642,"19K404","Academy for Young Writers","2017-18","92.4","SWD Status","Not SWD","25.4","Academy for Young Writers","2017-18",546,0,0.606,0.394,0.701,0.011,0.203,0.842,0.803,NA,21.3,NA,NA,NA,NA,NA,"Brooklyn"
"3643",3643,"19K404","Academy for Young Writers","2017-18","92.1","Ethnicity","Black","26.9","Academy for Young Writers","2017-18",546,0,0.606,0.394,0.701,0.011,0.203,0.842,0.803,NA,21.3,NA,NA,NA,NA,NA,"Brooklyn"
"3644",3644,"19K404","Academy for Young Writers","2017-18","91.9","Poverty","Poverty","28.6","Academy for Young Writers","2017-18",546,0,0.606,0.394,0.701,0.011,0.203,0.842,0.803,NA,21.3,NA,NA,NA,NA,NA,"Brooklyn"
"3645",3645,"19K409","East New York Family Academy","2017-18","93.6","SWD Status","Not SWD","17.0","East New York Family Academy","2017-18",496,0,0.496,0.504,0.629,0.008,0.242,0.873,0.816,25,24.5,NA,NA,NA,NA,NA,"Brooklyn"
"3646",3646,"19K409","East New York Family Academy","2017-18","96.3","Poverty","Not Poverty","10.0","East New York Family Academy","2017-18",496,0,0.496,0.504,0.629,0.008,0.242,0.873,0.816,25,24.5,NA,NA,NA,NA,NA,"Brooklyn"
"3647",3647,"19K409","East New York Family Academy","2017-18","92.8","Gender","Female","23.5","East New York Family Academy","2017-18",496,0,0.496,0.504,0.629,0.008,0.242,0.873,0.816,25,24.5,NA,NA,NA,NA,NA,"Brooklyn"
"3648",3648,"19K409","East New York Family Academy","2017-18","s","ELL Status","Not ELL","s","East New York Family Academy","2017-18",496,0,0.496,0.504,0.629,0.008,0.242,0.873,0.816,25,24.5,NA,NA,NA,NA,NA,"Brooklyn"
"3649",3649,"19K409","East New York Family Academy","2017-18","93.0","Poverty","Poverty","23.0","East New York Family Academy","2017-18",496,0,0.496,0.504,0.629,0.008,0.242,0.873,0.816,25,24.5,NA,NA,NA,NA,NA,"Brooklyn"
"3650",3650,"19K409","East New York Family Academy","2017-18","94.1","Gender","Male","18.9","East New York Family Academy","2017-18",496,0,0.496,0.504,0.629,0.008,0.242,0.873,0.816,25,24.5,NA,NA,NA,NA,NA,"Brooklyn"
"3651",3651,"19K409","East New York Family Academy","2017-18","s","Ethnicity","Asian","s","East New York Family Academy","2017-18",496,0,0.496,0.504,0.629,0.008,0.242,0.873,0.816,25,24.5,NA,NA,NA,NA,NA,"Brooklyn"
"3652",3652,"19K409","East New York Family Academy","2017-18","s","Ethnicity","Other","s","East New York Family Academy","2017-18",496,0,0.496,0.504,0.629,0.008,0.242,0.873,0.816,25,24.5,NA,NA,NA,NA,NA,"Brooklyn"
"3653",3653,"19K409","East New York Family Academy","2017-18","s","ELL Status","ELL","s","East New York Family Academy","2017-18",496,0,0.496,0.504,0.629,0.008,0.242,0.873,0.816,25,24.5,NA,NA,NA,NA,NA,"Brooklyn"
"3654",3654,"19K409","East New York Family Academy","2017-18","s","Ethnicity","White","s","East New York Family Academy","2017-18",496,0,0.496,0.504,0.629,0.008,0.242,0.873,0.816,25,24.5,NA,NA,NA,NA,NA,"Brooklyn"
"3655",3655,"19K409","East New York Family Academy","2017-18","93.4","Ethnicity","Black","20.0","East New York Family Academy","2017-18",496,0,0.496,0.504,0.629,0.008,0.242,0.873,0.816,25,24.5,NA,NA,NA,NA,NA,"Brooklyn"
"3656",3656,"19K409","East New York Family Academy","2017-18","93.5","All Students","All Students","21.1","East New York Family Academy","2017-18",496,0,0.496,0.504,0.629,0.008,0.242,0.873,0.816,25,24.5,NA,NA,NA,NA,NA,"Brooklyn"
"3657",3657,"19K409","East New York Family Academy","2017-18","94.5","Ethnicity","Hispanic","18.2","East New York Family Academy","2017-18",496,0,0.496,0.504,0.629,0.008,0.242,0.873,0.816,25,24.5,NA,NA,NA,NA,NA,"Brooklyn"
"3658",3658,"19K409","East New York Family Academy","2017-18","93.4","SWD Status","SWD","29.2","East New York Family Academy","2017-18",496,0,0.496,0.504,0.629,0.008,0.242,0.873,0.816,25,24.5,NA,NA,NA,NA,NA,"Brooklyn"
"3659",3659,"19K422","Spring Creek Community School","2017-18","88.2","All Students","All Students","37.7","Spring Creek Community School","2017-18",478,0,0.454,0.546,0.738,0.013,0.259,0.839,0.814,26,26.5,NA,NA,NA,NA,NA,"Brooklyn"
"3660",3660,"19K422","Spring Creek Community School","2017-18","s","Ethnicity","Asian","s","Spring Creek Community School","2017-18",478,0,0.454,0.546,0.738,0.013,0.259,0.839,0.814,26,26.5,NA,NA,NA,NA,NA,"Brooklyn"
"3661",3661,"19K422","Spring Creek Community School","2017-18","s","Poverty","Poverty","s","Spring Creek Community School","2017-18",478,0,0.454,0.546,0.738,0.013,0.259,0.839,0.814,26,26.5,NA,NA,NA,NA,NA,"Brooklyn"
"3662",3662,"19K422","Spring Creek Community School","2017-18","s","Ethnicity","Other","s","Spring Creek Community School","2017-18",478,0,0.454,0.546,0.738,0.013,0.259,0.839,0.814,26,26.5,NA,NA,NA,NA,NA,"Brooklyn"
"3663",3663,"19K422","Spring Creek Community School","2017-18","s","Ethnicity","Hispanic","s","Spring Creek Community School","2017-18",478,0,0.454,0.546,0.738,0.013,0.259,0.839,0.814,26,26.5,NA,NA,NA,NA,NA,"Brooklyn"
"3664",3664,"19K422","Spring Creek Community School","2017-18","89.9","Gender","Male","35.3","Spring Creek Community School","2017-18",478,0,0.454,0.546,0.738,0.013,0.259,0.839,0.814,26,26.5,NA,NA,NA,NA,NA,"Brooklyn"
"3665",3665,"19K422","Spring Creek Community School","2017-18","88.2","ELL Status","Not ELL","37.7","Spring Creek Community School","2017-18",478,0,0.454,0.546,0.738,0.013,0.259,0.839,0.814,26,26.5,NA,NA,NA,NA,NA,"Brooklyn"
"3666",3666,"19K422","Spring Creek Community School","2017-18","83.2","SWD Status","SWD","65.0","Spring Creek Community School","2017-18",478,0,0.454,0.546,0.738,0.013,0.259,0.839,0.814,26,26.5,NA,NA,NA,NA,NA,"Brooklyn"
"3667",3667,"19K422","Spring Creek Community School","2017-18","86.5","Gender","Female","40.0","Spring Creek Community School","2017-18",478,0,0.454,0.546,0.738,0.013,0.259,0.839,0.814,26,26.5,NA,NA,NA,NA,NA,"Brooklyn"
"3668",3668,"19K422","Spring Creek Community School","2017-18","90.2","SWD Status","Not SWD","26.5","Spring Creek Community School","2017-18",478,0,0.454,0.546,0.738,0.013,0.259,0.839,0.814,26,26.5,NA,NA,NA,NA,NA,"Brooklyn"
"3669",3669,"19K422","Spring Creek Community School","2017-18","s","Poverty","Not Poverty","s","Spring Creek Community School","2017-18",478,0,0.454,0.546,0.738,0.013,0.259,0.839,0.814,26,26.5,NA,NA,NA,NA,NA,"Brooklyn"
"3670",3670,"19K422","Spring Creek Community School","2017-18","89.2","Ethnicity","Black","33.3","Spring Creek Community School","2017-18",478,0,0.454,0.546,0.738,0.013,0.259,0.839,0.814,26,26.5,NA,NA,NA,NA,NA,"Brooklyn"
"3671",3671,"19K452","Frederick Douglass Academy VIII Middle School","2017-18","s","Ethnicity","Hispanic","s","Frederick Douglass Academy VIII Middle School","2017-18",336,0,0.542,0.458,0.711,0.021,0.179,0.884,0.724,29.5,28.5,NA,NA,NA,NA,NA,"Brooklyn"
"3672",3672,"19K452","Frederick Douglass Academy VIII Middle School","2017-18","91.1","Gender","Male","29.5","Frederick Douglass Academy VIII Middle School","2017-18",336,0,0.542,0.458,0.711,0.021,0.179,0.884,0.724,29.5,28.5,NA,NA,NA,NA,NA,"Brooklyn"
"3673",3673,"19K452","Frederick Douglass Academy VIII Middle School","2017-18","91.8","Ethnicity","Black","30.3","Frederick Douglass Academy VIII Middle School","2017-18",336,0,0.542,0.458,0.711,0.021,0.179,0.884,0.724,29.5,28.5,NA,NA,NA,NA,NA,"Brooklyn"
"3674",3674,"19K452","Frederick Douglass Academy VIII Middle School","2017-18","90.8","All Students","All Students","28.4","Frederick Douglass Academy VIII Middle School","2017-18",336,0,0.542,0.458,0.711,0.021,0.179,0.884,0.724,29.5,28.5,NA,NA,NA,NA,NA,"Brooklyn"
"3675",3675,"19K452","Frederick Douglass Academy VIII Middle School","2017-18","s","Ethnicity","Asian","s","Frederick Douglass Academy VIII Middle School","2017-18",336,0,0.542,0.458,0.711,0.021,0.179,0.884,0.724,29.5,28.5,NA,NA,NA,NA,NA,"Brooklyn"
"3676",3676,"19K452","Frederick Douglass Academy VIII Middle School","2017-18","90.6","Gender","Female","27.6","Frederick Douglass Academy VIII Middle School","2017-18",336,0,0.542,0.458,0.711,0.021,0.179,0.884,0.724,29.5,28.5,NA,NA,NA,NA,NA,"Brooklyn"
"3677",3677,"19K452","Frederick Douglass Academy VIII Middle School","2017-18","94.6","Poverty","Not Poverty","6.3","Frederick Douglass Academy VIII Middle School","2017-18",336,0,0.542,0.458,0.711,0.021,0.179,0.884,0.724,29.5,28.5,NA,NA,NA,NA,NA,"Brooklyn"
"3678",3678,"19K452","Frederick Douglass Academy VIII Middle School","2017-18","s","ELL Status","Not ELL","s","Frederick Douglass Academy VIII Middle School","2017-18",336,0,0.542,0.458,0.711,0.021,0.179,0.884,0.724,29.5,28.5,NA,NA,NA,NA,NA,"Brooklyn"
"3679",3679,"19K452","Frederick Douglass Academy VIII Middle School","2017-18","82.9","SWD Status","SWD","44.4","Frederick Douglass Academy VIII Middle School","2017-18",336,0,0.542,0.458,0.711,0.021,0.179,0.884,0.724,29.5,28.5,NA,NA,NA,NA,NA,"Brooklyn"
"3680",3680,"19K452","Frederick Douglass Academy VIII Middle School","2017-18","92.4","SWD Status","Not SWD","25.0","Frederick Douglass Academy VIII Middle School","2017-18",336,0,0.542,0.458,0.711,0.021,0.179,0.884,0.724,29.5,28.5,NA,NA,NA,NA,NA,"Brooklyn"
"3681",3681,"19K452","Frederick Douglass Academy VIII Middle School","2017-18","s","ELL Status","ELL","s","Frederick Douglass Academy VIII Middle School","2017-18",336,0,0.542,0.458,0.711,0.021,0.179,0.884,0.724,29.5,28.5,NA,NA,NA,NA,NA,"Brooklyn"
"3682",3682,"19K452","Frederick Douglass Academy VIII Middle School","2017-18","90.1","Poverty","Poverty","32.6","Frederick Douglass Academy VIII Middle School","2017-18",336,0,0.542,0.458,0.711,0.021,0.179,0.884,0.724,29.5,28.5,NA,NA,NA,NA,NA,"Brooklyn"
"3683",3683,"19K654","Van Siclen Community Middle School","2017-18","s","Gender","Female","s","Van Siclen Community Middle School","2017-18",297,0,0.448,0.552,0.707,0.04,0.347,0.96,0.917,27,25,11.3,NA,NA,NA,NA,"Brooklyn"
"3684",3684,"19K654","Van Siclen Community Middle School","2017-18","s","Ethnicity","Other","s","Van Siclen Community Middle School","2017-18",297,0,0.448,0.552,0.707,0.04,0.347,0.96,0.917,27,25,11.3,NA,NA,NA,NA,"Brooklyn"
"3685",3685,"19K654","Van Siclen Community Middle School","2017-18","88.0","All Students","All Students","42.7","Van Siclen Community Middle School","2017-18",297,0,0.448,0.552,0.707,0.04,0.347,0.96,0.917,27,25,11.3,NA,NA,NA,NA,"Brooklyn"
"3686",3686,"19K654","Van Siclen Community Middle School","2017-18","s","Ethnicity","White","s","Van Siclen Community Middle School","2017-18",297,0,0.448,0.552,0.707,0.04,0.347,0.96,0.917,27,25,11.3,NA,NA,NA,NA,"Brooklyn"
"3687",3687,"19K654","Van Siclen Community Middle School","2017-18","s","Ethnicity","Hispanic","s","Van Siclen Community Middle School","2017-18",297,0,0.448,0.552,0.707,0.04,0.347,0.96,0.917,27,25,11.3,NA,NA,NA,NA,"Brooklyn"
"3688",3688,"19K654","Van Siclen Community Middle School","2017-18","90.0","Ethnicity","Black","38.8","Van Siclen Community Middle School","2017-18",297,0,0.448,0.552,0.707,0.04,0.347,0.96,0.917,27,25,11.3,NA,NA,NA,NA,"Brooklyn"
"3689",3689,"19K654","Van Siclen Community Middle School","2017-18","s","Poverty","Not Poverty","s","Van Siclen Community Middle School","2017-18",297,0,0.448,0.552,0.707,0.04,0.347,0.96,0.917,27,25,11.3,NA,NA,NA,NA,"Brooklyn"
"3690",3690,"19K654","Van Siclen Community Middle School","2017-18","88.1","ELL Status","Not ELL","40.5","Van Siclen Community Middle School","2017-18",297,0,0.448,0.552,0.707,0.04,0.347,0.96,0.917,27,25,11.3,NA,NA,NA,NA,"Brooklyn"
"3691",3691,"19K654","Van Siclen Community Middle School","2017-18","88.6","SWD Status","Not SWD","38.8","Van Siclen Community Middle School","2017-18",297,0,0.448,0.552,0.707,0.04,0.347,0.96,0.917,27,25,11.3,NA,NA,NA,NA,"Brooklyn"
"3692",3692,"19K654","Van Siclen Community Middle School","2017-18","s","Poverty","Poverty","s","Van Siclen Community Middle School","2017-18",297,0,0.448,0.552,0.707,0.04,0.347,0.96,0.917,27,25,11.3,NA,NA,NA,NA,"Brooklyn"
"3693",3693,"19K654","Van Siclen Community Middle School","2017-18","s","Ethnicity","Asian","s","Van Siclen Community Middle School","2017-18",297,0,0.448,0.552,0.707,0.04,0.347,0.96,0.917,27,25,11.3,NA,NA,NA,NA,"Brooklyn"
"3694",3694,"19K654","Van Siclen Community Middle School","2017-18","87.1","ELL Status","ELL","58.3","Van Siclen Community Middle School","2017-18",297,0,0.448,0.552,0.707,0.04,0.347,0.96,0.917,27,25,11.3,NA,NA,NA,NA,"Brooklyn"
"3695",3695,"19K654","Van Siclen Community Middle School","2017-18","86.5","SWD Status","SWD","51.7","Van Siclen Community Middle School","2017-18",297,0,0.448,0.552,0.707,0.04,0.347,0.96,0.917,27,25,11.3,NA,NA,NA,NA,"Brooklyn"
"3696",3696,"19K654","Van Siclen Community Middle School","2017-18","s","Gender","Male","s","Van Siclen Community Middle School","2017-18",297,0,0.448,0.552,0.707,0.04,0.347,0.96,0.917,27,25,11.3,NA,NA,NA,NA,"Brooklyn"
"3697",3697,"19K661","Vista Academy","2017-18","s","Poverty","Poverty","s","Vista Academy","2017-18",431,0,0.534,0.466,0.239,0.021,0.197,0.979,0.844,28.5,30,NA,10.3,NA,NA,NA,"Brooklyn"
"3698",3698,"19K661","Vista Academy","2017-18","89.7","Ethnicity","Black","31.3","Vista Academy","2017-18",431,0,0.534,0.466,0.239,0.021,0.197,0.979,0.844,28.5,30,NA,10.3,NA,NA,NA,"Brooklyn"
"3699",3699,"19K661","Vista Academy","2017-18","92.2","ELL Status","ELL","36.4","Vista Academy","2017-18",431,0,0.534,0.466,0.239,0.021,0.197,0.979,0.844,28.5,30,NA,10.3,NA,NA,NA,"Brooklyn"
"3700",3700,"19K661","Vista Academy","2017-18","s","Ethnicity","Asian","s","Vista Academy","2017-18",431,0,0.534,0.466,0.239,0.021,0.197,0.979,0.844,28.5,30,NA,10.3,NA,NA,NA,"Brooklyn"
"3701",3701,"19K661","Vista Academy","2017-18","91.0","Gender","Female","33.3","Vista Academy","2017-18",431,0,0.534,0.466,0.239,0.021,0.197,0.979,0.844,28.5,30,NA,10.3,NA,NA,NA,"Brooklyn"
"3702",3702,"19K661","Vista Academy","2017-18","91.8","All Students","All Students","29.2","Vista Academy","2017-18",431,0,0.534,0.466,0.239,0.021,0.197,0.979,0.844,28.5,30,NA,10.3,NA,NA,NA,"Brooklyn"
"3703",3703,"19K661","Vista Academy","2017-18","s","Ethnicity","White","s","Vista Academy","2017-18",431,0,0.534,0.466,0.239,0.021,0.197,0.979,0.844,28.5,30,NA,10.3,NA,NA,NA,"Brooklyn"
"3704",3704,"19K661","Vista Academy","2017-18","92.4","Ethnicity","Hispanic","29.3","Vista Academy","2017-18",431,0,0.534,0.466,0.239,0.021,0.197,0.979,0.844,28.5,30,NA,10.3,NA,NA,NA,"Brooklyn"
"3705",3705,"19K661","Vista Academy","2017-18","s","Poverty","Not Poverty","s","Vista Academy","2017-18",431,0,0.534,0.466,0.239,0.021,0.197,0.979,0.844,28.5,30,NA,10.3,NA,NA,NA,"Brooklyn"
"3706",3706,"19K661","Vista Academy","2017-18","91.7","ELL Status","Not ELL","28.6","Vista Academy","2017-18",431,0,0.534,0.466,0.239,0.021,0.197,0.979,0.844,28.5,30,NA,10.3,NA,NA,NA,"Brooklyn"
"3707",3707,"19K661","Vista Academy","2017-18","92.8","Gender","Male","23.6","Vista Academy","2017-18",431,0,0.534,0.466,0.239,0.021,0.197,0.979,0.844,28.5,30,NA,10.3,NA,NA,NA,"Brooklyn"
"3708",3708,"19K661","Vista Academy","2017-18","93.1","SWD Status","Not SWD","24.8","Vista Academy","2017-18",431,0,0.534,0.466,0.239,0.021,0.197,0.979,0.844,28.5,30,NA,10.3,NA,NA,NA,"Brooklyn"
"3709",3709,"19K661","Vista Academy","2017-18","85.1","SWD Status","SWD","52.4","Vista Academy","2017-18",431,0,0.534,0.466,0.239,0.021,0.197,0.979,0.844,28.5,30,NA,10.3,NA,NA,NA,"Brooklyn"
"3710",3710,"19K661","Vista Academy","2017-18","93.7","Ethnicity","Other","0.0","Vista Academy","2017-18",431,0,0.534,0.466,0.239,0.021,0.197,0.979,0.844,28.5,30,NA,10.3,NA,NA,NA,"Brooklyn"
"3711",3711,"19K662","Liberty Avenue Middle School","2017-18","s","SWD Status","Not SWD","s","Liberty Avenue Middle School","2017-18",466,0,0.436,0.564,0.197,0.017,0.215,0.968,0.896,30,30.5,NA,9,NA,NA,NA,"Brooklyn"
"3712",3712,"19K662","Liberty Avenue Middle School","2017-18","90.5","ELL Status","ELL","s","Liberty Avenue Middle School","2017-18",466,0,0.436,0.564,0.197,0.017,0.215,0.968,0.896,30,30.5,NA,9,NA,NA,NA,"Brooklyn"
"3713",3713,"19K662","Liberty Avenue Middle School","2017-18","s","Poverty","Not Poverty","s","Liberty Avenue Middle School","2017-18",466,0,0.436,0.564,0.197,0.017,0.215,0.968,0.896,30,30.5,NA,9,NA,NA,NA,"Brooklyn"
"3714",3714,"19K662","Liberty Avenue Middle School","2017-18","87.9","Ethnicity","Black","45.7","Liberty Avenue Middle School","2017-18",466,0,0.436,0.564,0.197,0.017,0.215,0.968,0.896,30,30.5,NA,9,NA,NA,NA,"Brooklyn"
"3715",3715,"19K662","Liberty Avenue Middle School","2017-18","s","ELL Status","Not ELL","s","Liberty Avenue Middle School","2017-18",466,0,0.436,0.564,0.197,0.017,0.215,0.968,0.896,30,30.5,NA,9,NA,NA,NA,"Brooklyn"
"3716",3716,"19K662","Liberty Avenue Middle School","2017-18","s","All Students","All Students","s","Liberty Avenue Middle School","2017-18",466,0,0.436,0.564,0.197,0.017,0.215,0.968,0.896,30,30.5,NA,9,NA,NA,NA,"Brooklyn"
"3717",3717,"19K662","Liberty Avenue Middle School","2017-18","s","SWD Status","SWD","s","Liberty Avenue Middle School","2017-18",466,0,0.436,0.564,0.197,0.017,0.215,0.968,0.896,30,30.5,NA,9,NA,NA,NA,"Brooklyn"
"3718",3718,"19K662","Liberty Avenue Middle School","2017-18","90.3","Gender","Male","s","Liberty Avenue Middle School","2017-18",466,0,0.436,0.564,0.197,0.017,0.215,0.968,0.896,30,30.5,NA,9,NA,NA,NA,"Brooklyn"
"3719",3719,"19K662","Liberty Avenue Middle School","2017-18","90.6","Ethnicity","Hispanic","28.3","Liberty Avenue Middle School","2017-18",466,0,0.436,0.564,0.197,0.017,0.215,0.968,0.896,30,30.5,NA,9,NA,NA,NA,"Brooklyn"
"3720",3720,"19K662","Liberty Avenue Middle School","2017-18","s","Ethnicity","Other","s","Liberty Avenue Middle School","2017-18",466,0,0.436,0.564,0.197,0.017,0.215,0.968,0.896,30,30.5,NA,9,NA,NA,NA,"Brooklyn"
"3721",3721,"19K662","Liberty Avenue Middle School","2017-18","s","Ethnicity","Asian","s","Liberty Avenue Middle School","2017-18",466,0,0.436,0.564,0.197,0.017,0.215,0.968,0.896,30,30.5,NA,9,NA,NA,NA,"Brooklyn"
"3722",3722,"19K662","Liberty Avenue Middle School","2017-18","s","Ethnicity","White","s","Liberty Avenue Middle School","2017-18",466,0,0.436,0.564,0.197,0.017,0.215,0.968,0.896,30,30.5,NA,9,NA,NA,NA,"Brooklyn"
"3723",3723,"19K662","Liberty Avenue Middle School","2017-18","s","Poverty","Poverty","s","Liberty Avenue Middle School","2017-18",466,0,0.436,0.564,0.197,0.017,0.215,0.968,0.896,30,30.5,NA,9,NA,NA,NA,"Brooklyn"
"3724",3724,"19K662","Liberty Avenue Middle School","2017-18","s","Gender","Female","s","Liberty Avenue Middle School","2017-18",466,0,0.436,0.564,0.197,0.017,0.215,0.968,0.896,30,30.5,NA,9,NA,NA,NA,"Brooklyn"
"3725",3725,"19K663","School of the Future Brooklyn","2017-18","s","Poverty","Poverty","s","School of the Future Brooklyn","2017-18",201,0,0.483,0.517,0.657,0.015,0.279,0.94,0.949,19,17.7,NA,8,NA,NA,NA,"Brooklyn"
"3726",3726,"19K663","School of the Future Brooklyn","2017-18","s","SWD Status","Not SWD","s","School of the Future Brooklyn","2017-18",201,0,0.483,0.517,0.657,0.015,0.279,0.94,0.949,19,17.7,NA,8,NA,NA,NA,"Brooklyn"
"3727",3727,"19K663","School of the Future Brooklyn","2017-18","s","Ethnicity","Black","s","School of the Future Brooklyn","2017-18",201,0,0.483,0.517,0.657,0.015,0.279,0.94,0.949,19,17.7,NA,8,NA,NA,NA,"Brooklyn"
"3728",3728,"19K663","School of the Future Brooklyn","2017-18","90.1","Gender","Male","s","School of the Future Brooklyn","2017-18",201,0,0.483,0.517,0.657,0.015,0.279,0.94,0.949,19,17.7,NA,8,NA,NA,NA,"Brooklyn"
"3729",3729,"19K663","School of the Future Brooklyn","2017-18","s","Ethnicity","Asian","s","School of the Future Brooklyn","2017-18",201,0,0.483,0.517,0.657,0.015,0.279,0.94,0.949,19,17.7,NA,8,NA,NA,NA,"Brooklyn"
"3730",3730,"19K663","School of the Future Brooklyn","2017-18","s","Gender","Female","s","School of the Future Brooklyn","2017-18",201,0,0.483,0.517,0.657,0.015,0.279,0.94,0.949,19,17.7,NA,8,NA,NA,NA,"Brooklyn"
"3731",3731,"19K663","School of the Future Brooklyn","2017-18","s","Ethnicity","Other","s","School of the Future Brooklyn","2017-18",201,0,0.483,0.517,0.657,0.015,0.279,0.94,0.949,19,17.7,NA,8,NA,NA,NA,"Brooklyn"
