"","DBN","Percent_Attendance","Demographic.Variable","X..Poverty","borough","self_contained_option","X..Male","X..Black","X..Female","X..White","Total.Enrollment","Economic.Need.Index","Percent_Chronically_Absent","X..Students.with.Disabilities"
"1906","12X316",93.6,"Not ELL",0.922,"Bronx",1,0.571,0.27,0.429,0.013,385,0.91,"22.5",0.268
"1907","12X316",93.3,"Hispanic",0.922,"Bronx",1,0.571,0.27,0.429,0.013,385,0.91,"23.2",0.268
"1908","12X316",94.3,"Not SWD",0.922,"Bronx",1,0.571,0.27,0.429,0.013,385,0.91,"20.4",0.268
"1909","12X316",94,"Black",0.922,"Bronx",1,0.571,0.27,0.429,0.013,385,0.91,"20.9",0.268
"1910","12X316",92.2,"ELL",0.922,"Bronx",1,0.571,0.27,0.429,0.013,385,0.91,"18.2",0.268
"1911","12X316",91.1,"SWD",0.922,"Bronx",1,0.571,0.27,0.429,0.013,385,0.91,"27.3",0.268
"1912","12X318",90.6,"Not ELL",0.984,"Bronx",1,0.555,0.262,0.445,0.008,256,0.936,"30.6",0.27
"1913","12X318",83,"SWD",0.984,"Bronx",1,0.555,0.262,0.445,0.008,256,0.936,"60.0",0.27
"1914","12X318",92.7,"Not SWD",0.984,"Bronx",1,0.555,0.262,0.445,0.008,256,0.936,"22.1",0.27
"1915","12X318",88.9,"ELL",0.984,"Bronx",1,0.555,0.262,0.445,0.008,256,0.936,"35.3",0.27
"1916","12X318",90.1,"Female",0.984,"Bronx",1,0.555,0.262,0.445,0.008,256,0.936,"27.3",0.27
"1917","12X318",90.3,"All Students",0.984,"Bronx",1,0.555,0.262,0.445,0.008,256,0.936,"31.4",0.27
"1918","12X318",90.5,"Male",0.984,"Bronx",1,0.555,0.262,0.445,0.008,256,0.936,"34.5",0.27
"1919","12X318",89.6,"Hispanic",0.984,"Bronx",1,0.555,0.262,0.445,0.008,256,0.936,"33.3",0.27
"1920","12X318",93.1,"Black",0.984,"Bronx",1,0.555,0.262,0.445,0.008,256,0.936,"23.1",0.27
"1921","12X341",88.2,"All Students",0.921,"Bronx",0,0.523,0.245,0.477,0.02,151,0.935,"48.2",0.285
"1922","12X341",88.4,"Black",0.921,"Bronx",0,0.523,0.245,0.477,0.02,151,0.935,"58.3",0.285
"1923","12X341",88,"Hispanic",0.921,"Bronx",0,0.523,0.245,0.477,0.02,151,0.935,"45.2",0.285
"1924","12X341",89.1,"Female",0.921,"Bronx",0,0.523,0.245,0.477,0.02,151,0.935,"57.1",0.285
"1925","12X341",86.7,"SWD",0.921,"Bronx",0,0.523,0.245,0.477,0.02,151,0.935,"73.7",0.285
"1926","12X341",87.8,"Not ELL",0.921,"Bronx",0,0.523,0.245,0.477,0.02,151,0.935,"50.0",0.285
"1927","12X341",90.9,"ELL",0.921,"Bronx",0,0.523,0.245,0.477,0.02,151,0.935,"33.3",0.285
"1928","12X341",87.6,"Male",0.921,"Bronx",0,0.523,0.245,0.477,0.02,151,0.935,"42.9",0.285
"1929","12X341",89,"Not SWD",0.921,"Bronx",0,0.523,0.245,0.477,0.02,151,0.935,"35.1",0.285
"1930","12X383",88,"ELL",0.923,"Bronx",1,0.544,0.247,0.456,0.031,259,0.913,"51.7",0.274
"1931","12X383",87.2,"Not ELL",0.923,"Bronx",1,0.544,0.247,0.456,0.031,259,0.913,"39.1",0.274
"1932","12X383",89.6,"Not SWD",0.923,"Bronx",1,0.544,0.247,0.456,0.031,259,0.913,"34.8",0.274
"1933","12X383",88.1,"Female",0.923,"Bronx",1,0.544,0.247,0.456,0.031,259,0.913,"36.4",0.274
"1934","12X383",92.2,"Other",0.923,"Bronx",1,0.544,0.247,0.456,0.031,259,0.913,"25.0",0.274
"1935","12X383",85.2,"Hispanic",0.923,"Bronx",1,0.544,0.247,0.456,0.031,259,0.913,"52.6",0.274
"1936","12X383",90.4,"Black",0.923,"Bronx",1,0.544,0.247,0.456,0.031,259,0.913,"34.8",0.274
"1937","12X383",82.7,"SWD",0.923,"Bronx",1,0.544,0.247,0.456,0.031,259,0.913,"63.0",0.274
"1938","12X383",86.9,"Male",0.923,"Bronx",1,0.544,0.247,0.456,0.031,259,0.913,"49.0",0.274
"1939","12X383",87.5,"All Students",0.923,"Bronx",1,0.544,0.247,0.456,0.031,259,0.913,"43.0",0.274
"1940","13K008",95.5,"Not SWD",0.191,"Brooklyn",0,0.533,0.152,0.467,0.59,916,0.193,"11.8",0.126
"1941","13K008",94.1,"Poverty",0.191,"Brooklyn",0,0.533,0.152,0.467,0.59,916,0.193,"19.2",0.126
"1942","13K008",95.6,"Not Poverty",0.191,"Brooklyn",0,0.533,0.152,0.467,0.59,916,0.193,"10.0",0.126
"1943","13K008",95.7,"Black",0.191,"Brooklyn",0,0.533,0.152,0.467,0.59,916,0.193,"9.7",0.126
"1944","13K008",95.9,"White",0.191,"Brooklyn",0,0.533,0.152,0.467,0.59,916,0.193,"0.0",0.126
"1945","13K008",94.6,"Male",0.191,"Brooklyn",0,0.533,0.152,0.467,0.59,916,0.193,"18.8",0.126
"1946","13K008",95,"All Students",0.191,"Brooklyn",0,0.533,0.152,0.467,0.59,916,0.193,"13.6",0.126
"1947","13K008",90.7,"Hispanic",0.191,"Brooklyn",0,0.533,0.152,0.467,0.59,916,0.193,"42.9",0.126
"1948","13K008",93.1,"SWD",0.191,"Brooklyn",0,0.533,0.152,0.467,0.59,916,0.193,"20.0",0.126
"1949","13K008",95.3,"Female",0.191,"Brooklyn",0,0.533,0.152,0.467,0.59,916,0.193,"8.8",0.126
"1950","13K113",89.7,"Poverty",0.925,"Brooklyn",1,0.567,0.682,0.433,0.026,305,0.86,"38.1",0.298
"1951","13K113",89.6,"Female",0.925,"Brooklyn",1,0.567,0.682,0.433,0.026,305,0.86,"45.7",0.298
"1952","13K113",90.8,"Not SWD",0.925,"Brooklyn",1,0.567,0.682,0.433,0.026,305,0.86,"34.3",0.298
"1953","13K113",88.6,"Hispanic",0.925,"Brooklyn",1,0.567,0.682,0.433,0.026,305,0.86,"41.2",0.298
"1954","13K113",87.8,"SWD",0.925,"Brooklyn",1,0.567,0.682,0.433,0.026,305,0.86,"41.7",0.298
"1955","13K113",93.6,"Not Poverty",0.925,"Brooklyn",1,0.567,0.682,0.433,0.026,305,0.86,"14.3",0.298
"1956","13K113",90,"All Students",0.925,"Brooklyn",1,0.567,0.682,0.433,0.026,305,0.86,"36.3",0.298
"1957","13K113",90.3,"Male",0.925,"Brooklyn",1,0.567,0.682,0.433,0.026,305,0.86,"30.4",0.298
"1958","13K113",90.2,"Black",0.925,"Brooklyn",1,0.567,0.682,0.433,0.026,305,0.86,"34.8",0.298
"1959","13K265",82.9,"Female",0.922,"Brooklyn",1,0.414,0.692,0.586,0.011,370,0.906,"71.4",0.251
"1960","13K265",84.3,"Black",0.922,"Brooklyn",1,0.414,0.692,0.586,0.011,370,0.906,"65.4",0.251
"1961","13K265",85.3,"SWD",0.922,"Brooklyn",1,0.414,0.692,0.586,0.011,370,0.906,"80.0",0.251
"1962","13K265",84.9,"All Students",0.922,"Brooklyn",1,0.414,0.692,0.586,0.011,370,0.906,"67.6",0.251
"1963","13K265",84.7,"Not SWD",0.922,"Brooklyn",1,0.414,0.692,0.586,0.011,370,0.906,"63.0",0.251
"1964","13K265",87.4,"Male",0.922,"Brooklyn",1,0.414,0.692,0.586,0.011,370,0.906,"62.5",0.251
"1965","13K266",88.2,"SWD",0.869,"Brooklyn",1,0.556,0.762,0.444,0.044,160,0.778,"41.4",0.369
"1966","13K266",90.8,"All Students",0.869,"Brooklyn",1,0.556,0.762,0.444,0.044,160,0.778,"32.4",0.369
"1967","13K266",91.8,"Female",0.869,"Brooklyn",1,0.556,0.762,0.444,0.044,160,0.778,"33.3",0.369
"1968","13K266",93.8,"Not Poverty",0.869,"Brooklyn",1,0.556,0.762,0.444,0.044,160,0.778,"14.3",0.369
"1969","13K266",91.2,"Black",0.869,"Brooklyn",1,0.556,0.762,0.444,0.044,160,0.778,"29.5",0.369
"1970","13K266",89.7,"Male",0.869,"Brooklyn",1,0.556,0.762,0.444,0.044,160,0.778,"31.4",0.369
"1971","13K266",90.5,"Poverty",0.869,"Brooklyn",1,0.556,0.762,0.444,0.044,160,0.778,"34.3",0.369
"1972","13K266",90.4,"Hispanic",0.869,"Brooklyn",1,0.556,0.762,0.444,0.044,160,0.778,"45.5",0.369
"1973","13K266",92.5,"Not SWD",0.869,"Brooklyn",1,0.556,0.762,0.444,0.044,160,0.778,"26.7",0.369
"1974","13K282",88.9,"Hispanic",0.559,"Brooklyn",1,0.526,0.527,0.474,0.159,742,0.597,"51.9",0.187
"1975","13K282",87.4,"All Students",0.559,"Brooklyn",1,0.526,0.527,0.474,0.159,742,0.597,"54.9",0.187
"1976","13K282",87.5,"Black",0.559,"Brooklyn",1,0.526,0.527,0.474,0.159,742,0.597,"54.7",0.187
"1977","13K282",88,"Male",0.559,"Brooklyn",1,0.526,0.527,0.474,0.159,742,0.597,"53.8",0.187
"1978","13K282",87,"Not SWD",0.559,"Brooklyn",1,0.526,0.527,0.474,0.159,742,0.597,"54.9",0.187
"1979","13K282",89,"SWD",0.559,"Brooklyn",1,0.526,0.527,0.474,0.159,742,0.597,"55.0",0.187
"1980","13K282",86.9,"Poverty",0.559,"Brooklyn",1,0.526,0.527,0.474,0.159,742,0.597,"58.7",0.187
"1981","13K282",88.9,"Not Poverty",0.559,"Brooklyn",1,0.526,0.527,0.474,0.159,742,0.597,"44.4",0.187
"1982","13K282",86.7,"Female",0.559,"Brooklyn",1,0.526,0.527,0.474,0.159,742,0.597,"56.0",0.187
"1983","13K301",90.4,"SWD",0.949,"Brooklyn",0,0.515,0.697,0.485,0.051,99,0.88,"44.4",0.333
"1984","13K301",91.4,"Female",0.949,"Brooklyn",0,0.515,0.697,0.485,0.051,99,0.88,"31.3",0.333
"1985","13K301",90,"Black",0.949,"Brooklyn",0,0.515,0.697,0.485,0.051,99,0.88,"45.5",0.333
"1986","13K301",88.6,"Male",0.949,"Brooklyn",0,0.515,0.697,0.485,0.051,99,0.88,"56.3",0.333
"1987","13K301",89.9,"Not SWD",0.949,"Brooklyn",0,0.515,0.697,0.485,0.051,99,0.88,"43.5",0.333
"1988","13K301",90,"All Students",0.949,"Brooklyn",0,0.515,0.697,0.485,0.051,99,0.88,"43.8",0.333
"1989","13K313",89.1,"Poverty",0.729,"Brooklyn",1,0.467,0.678,0.533,0.055,199,0.674,"46.7",0.251
"1990","13K313",92.7,"Not SWD",0.729,"Brooklyn",1,0.467,0.678,0.533,0.055,199,0.674,"14.3",0.251
"1991","13K313",86.2,"SWD",0.729,"Brooklyn",1,0.467,0.678,0.533,0.055,199,0.674,"75.0",0.251
"1992","13K313",89.1,"All Students",0.729,"Brooklyn",1,0.467,0.678,0.533,0.055,199,0.674,"46.7",0.251
"1993","13K351",89.1,"Black",0.899,"Brooklyn",0,0.497,0.792,0.503,0.02,149,0.867,"52.9",0.329
"1994","13K351",89.7,"Not SWD",0.899,"Brooklyn",0,0.497,0.792,0.503,0.02,149,0.867,"41.7",0.329
"1995","13K351",87.4,"SWD",0.899,"Brooklyn",0,0.497,0.792,0.503,0.02,149,0.867,"61.5",0.329
"1996","13K351",89.1,"All Students",0.899,"Brooklyn",0,0.497,0.792,0.503,0.02,149,0.867,"46.9",0.329
"1997","13K351",92.8,"Asian",0.899,"Brooklyn",0,0.497,0.792,0.503,0.02,149,0.867,"12.5",0.329
"1998","13K351",89.4,"Male",0.899,"Brooklyn",0,0.497,0.792,0.503,0.02,149,0.867,"45.2",0.329
"1999","13K351",88.6,"Female",0.899,"Brooklyn",0,0.497,0.792,0.503,0.02,149,0.867,"50.0",0.329
"2000","13K351",83.1,"Hispanic",0.899,"Brooklyn",0,0.497,0.792,0.503,0.02,149,0.867,"66.7",0.329
"2001","13K492",95.8,"All Students",0.306,"Brooklyn",0,0.453,0.318,0.547,0.372,519,0.366,"10.2",0.214
"2002","13K492",95.9,"Poverty",0.306,"Brooklyn",0,0.453,0.318,0.547,0.372,519,0.366,"9.1",0.214
"2003","13K492",96.2,"Not SWD",0.306,"Brooklyn",0,0.453,0.318,0.547,0.372,519,0.366,"6.4",0.214
"2004","13K492",95.8,"Not ELL",0.306,"Brooklyn",0,0.453,0.318,0.547,0.372,519,0.366,"10.2",0.214
"2005","13K492",94.2,"SWD",0.306,"Brooklyn",0,0.453,0.318,0.547,0.372,519,0.366,"25.0",0.214
"2006","13K492",95.2,"Hispanic",0.306,"Brooklyn",0,0.453,0.318,0.547,0.372,519,0.366,"7.1",0.214
"2007","13K492",95,"Male",0.306,"Brooklyn",0,0.453,0.318,0.547,0.372,519,0.366,"8.7",0.214
"2008","13K492",96.4,"Black",0.306,"Brooklyn",0,0.453,0.318,0.547,0.372,519,0.366,"6.3",0.214
"2009","13K492",96.3,"Female",0.306,"Brooklyn",0,0.453,0.318,0.547,0.372,519,0.366,"11.1",0.214
"2010","13K492",95.5,"Not Poverty",0.306,"Brooklyn",0,0.453,0.318,0.547,0.372,519,0.366,"13.3",0.214
"2011","13K527",89.3,"Black",0.858,"Brooklyn",0,0,0.642,1,0.115,480,0.792,"38.5",0.169
"2012","13K527",90.1,"All Students",0.858,"Brooklyn",0,0,0.642,1,0.115,480,0.792,"42.0",0.169
"2013","13K527",90.2,"Not Poverty",0.858,"Brooklyn",0,0,0.642,1,0.115,480,0.792,"22.2",0.169
"2014","13K527",92.5,"Hispanic",0.858,"Brooklyn",0,0,0.642,1,0.115,480,0.792,"30.0",0.169
"2015","13K527",80.3,"SWD",0.858,"Brooklyn",0,0,0.642,1,0.115,480,0.792,"66.7",0.169
"2016","13K527",90.1,"Female",0.858,"Brooklyn",0,0,0.642,1,0.115,480,0.792,"42.0",0.169
"2017","13K527",89,"White",0.858,"Brooklyn",0,0,0.642,1,0.115,480,0.792,"66.7",0.169
"2018","13K527",90,"Poverty",0.858,"Brooklyn",0,0,0.642,1,0.115,480,0.792,"46.3",0.169
"2019","13K527",92.1,"Not SWD",0.858,"Brooklyn",0,0,0.642,1,0.115,480,0.792,"36.6",0.169
"2020","13K691",89.4,"Black",0.905,"Brooklyn",0,0.557,0.622,0.443,0.02,201,0.859,"43.5",0.333
"2021","13K691",90,"Not ELL",0.905,"Brooklyn",0,0.557,0.622,0.443,0.02,201,0.859,"43.8",0.333
"2022","13K691",85.6,"ELL",0.905,"Brooklyn",0,0.557,0.622,0.443,0.02,201,0.859,"33.3",0.333
"2023","13K691",91.1,"Female",0.905,"Brooklyn",0,0.557,0.622,0.443,0.02,201,0.859,"41.7",0.333
"2024","13K691",89.6,"All Students",0.905,"Brooklyn",0,0.557,0.622,0.443,0.02,201,0.859,"42.7",0.333
"2025","13K691",88.4,"Male",0.905,"Brooklyn",0,0.557,0.622,0.443,0.02,201,0.859,"43.5",0.333
"2026","13K691",94.2,"Not Poverty",0.905,"Brooklyn",0,0.557,0.622,0.443,0.02,201,0.859,"25.0",0.333
"2027","13K691",90,"Hispanic",0.905,"Brooklyn",0,0.557,0.622,0.443,0.02,201,0.859,"40.0",0.333
"2028","13K691",91.4,"Not SWD",0.905,"Brooklyn",0,0.557,0.622,0.443,0.02,201,0.859,"41.1",0.333
"2029","13K691",88.8,"Poverty",0.905,"Brooklyn",0,0.557,0.622,0.443,0.02,201,0.859,"45.7",0.333
"2030","13K691",85.8,"SWD",0.905,"Brooklyn",0,0.557,0.622,0.443,0.02,201,0.859,"46.2",0.333
"2031","14K050",92.3,"Hispanic",0.9,"Brooklyn",1,0.588,0.211,0.412,0.028,289,0.875,"30.5",0.36
"2032","14K050",90.7,"Black",0.9,"Brooklyn",1,0.588,0.211,0.412,0.028,289,0.875,"41.2",0.36
"2033","14K050",91.3,"SWD",0.9,"Brooklyn",1,0.588,0.211,0.412,0.028,289,0.875,"44.1",0.36
"2034","14K050",91.5,"Poverty",0.9,"Brooklyn",1,0.588,0.211,0.412,0.028,289,0.875,"35.7",0.36
"2035","14K050",92.6,"Not SWD",0.9,"Brooklyn",1,0.588,0.211,0.412,0.028,289,0.875,"23.9",0.36
"2036","14K050",92,"All Students",0.9,"Brooklyn",1,0.588,0.211,0.412,0.028,289,0.875,"32.5",0.36
"2037","14K050",91.5,"Not ELL",0.9,"Brooklyn",1,0.588,0.211,0.412,0.028,289,0.875,"33.3",0.36
"2038","14K050",91.6,"Male",0.9,"Brooklyn",1,0.588,0.211,0.412,0.028,289,0.875,"41.0",0.36
"2039","14K050",93.5,"ELL",0.9,"Brooklyn",1,0.588,0.211,0.412,0.028,289,0.875,"30.0",0.36
"2040","14K050",95.6,"Not Poverty",0.9,"Brooklyn",1,0.588,0.211,0.412,0.028,289,0.875,"10.0",0.36
"2041","14K050",92.5,"Female",0.9,"Brooklyn",1,0.588,0.211,0.412,0.028,289,0.875,"24.4",0.36
"2042","14K071",91,"Black",0.882,"Brooklyn",1,0.534,0.178,0.466,0.052,534,0.931,"28.6",0.333
"2043","14K071",90.1,"Hispanic",0.882,"Brooklyn",1,0.534,0.178,0.466,0.052,534,0.931,"26.7",0.333
"2044","14K071",90.5,"All Students",0.882,"Brooklyn",1,0.534,0.178,0.466,0.052,534,0.931,"27.4",0.333
"2045","14K071",88.3,"SWD",0.882,"Brooklyn",1,0.534,0.178,0.466,0.052,534,0.931,"31.3",0.333
"2046","14K071",93.5,"ELL",0.882,"Brooklyn",1,0.534,0.178,0.466,0.052,534,0.931,"20.6",0.333
"2047","14K071",86.4,"Female",0.882,"Brooklyn",1,0.534,0.178,0.466,0.052,534,0.931,"40.5",0.333
"2048","14K071",91.9,"Not SWD",0.882,"Brooklyn",1,0.534,0.178,0.466,0.052,534,0.931,"25.0",0.333
"2049","14K071",92.3,"White",0.882,"Brooklyn",1,0.534,0.178,0.466,0.052,534,0.931,"30.0",0.333
"2050","14K071",88.6,"Not ELL",0.882,"Brooklyn",1,0.534,0.178,0.466,0.052,534,0.931,"32.0",0.333
"2051","14K071",94.5,"Male",0.882,"Brooklyn",1,0.534,0.178,0.466,0.052,534,0.931,"14.3",0.333
"2052","14K084",89.2,"Poverty",0.485,"Brooklyn",0,0.516,0.038,0.484,0.255,793,0.58,"39.2",0.165
"2053","14K084",92.3,"Female",0.485,"Brooklyn",0,0.516,0.038,0.484,0.255,793,0.58,"21.2",0.165
"2054","14K084",84.6,"ELL",0.485,"Brooklyn",0,0.516,0.038,0.484,0.255,793,0.58,"50.0",0.165
"2055","14K084",87.6,"Male",0.485,"Brooklyn",0,0.516,0.038,0.484,0.255,793,0.58,"45.9",0.165
"2056","14K084",81,"SWD",0.485,"Brooklyn",0,0.516,0.038,0.484,0.255,793,0.58,"66.7",0.165
"2057","14K084",90.7,"Not ELL",0.485,"Brooklyn",0,0.516,0.038,0.484,0.255,793,0.58,"31.7",0.165
"2058","14K084",92.2,"Not SWD",0.485,"Brooklyn",0,0.516,0.038,0.484,0.255,793,0.58,"25.5",0.165
"2059","14K084",83.6,"Black",0.485,"Brooklyn",0,0.516,0.038,0.484,0.255,793,0.58,"50.0",0.165
"2060","14K084",89.8,"All Students",0.485,"Brooklyn",0,0.516,0.038,0.484,0.255,793,0.58,"34.3",0.165
"2061","14K084",90.6,"Hispanic",0.485,"Brooklyn",0,0.516,0.038,0.484,0.255,793,0.58,"32.8",0.165
"2062","14K084",91.5,"Not Poverty",0.485,"Brooklyn",0,0.516,0.038,0.484,0.255,793,0.58,"21.1",0.165
"2063","14K126",93.8,"Not SWD",0.852,"Brooklyn",0,0.601,0.196,0.399,0.101,378,0.824,"18.0",0.257
"2064","14K126",89.2,"SWD",0.852,"Brooklyn",0,0.601,0.196,0.399,0.101,378,0.824,"41.9",0.257
"2065","14K126",93.2,"Poverty",0.852,"Brooklyn",0,0.601,0.196,0.399,0.101,378,0.824,"21.8",0.257
"2066","14K126",94.3,"Female",0.852,"Brooklyn",0,0.601,0.196,0.399,0.101,378,0.824,"18.9",0.257
"2067","14K126",90.7,"Not Poverty",0.852,"Brooklyn",0,0.601,0.196,0.399,0.101,378,0.824,"30.4",0.257
"2068","14K126",93.2,"ELL",0.852,"Brooklyn",0,0.601,0.196,0.399,0.101,378,0.824,"25.0",0.257
"2069","14K126",92,"Male",0.852,"Brooklyn",0,0.601,0.196,0.399,0.101,378,0.824,"25.8",0.257
"2070","14K126",92.8,"Not ELL",0.852,"Brooklyn",0,0.601,0.196,0.399,0.101,378,0.824,"23.0",0.257
"2071","14K126",92.8,"All Students",0.852,"Brooklyn",0,0.601,0.196,0.399,0.101,378,0.824,"23.2",0.257
"2072","14K126",92.7,"Hispanic",0.852,"Brooklyn",0,0.601,0.196,0.399,0.101,378,0.824,"25.0",0.257
"2073","14K126",93.3,"White",0.852,"Brooklyn",0,0.601,0.196,0.399,0.101,378,0.824,"20.0",0.257
"2074","14K157",88.8,"Male",0.873,"Brooklyn",1,0.534,0.182,0.466,0.019,479,0.92,"52.8",0.28
"2075","14K157",81.5,"SWD",0.873,"Brooklyn",1,0.534,0.182,0.466,0.019,479,0.92,"68.8",0.28
"2076","14K157",88.4,"Hispanic",0.873,"Brooklyn",1,0.534,0.182,0.466,0.019,479,0.92,"39.6",0.28
"2077","14K157",89.9,"Not Poverty",0.873,"Brooklyn",1,0.534,0.182,0.466,0.019,479,0.92,"40.0",0.28
"2078","14K157",86.8,"Poverty",0.873,"Brooklyn",1,0.534,0.182,0.466,0.019,479,0.92,"55.2",0.28
"2079","14K157",89.8,"ELL",0.873,"Brooklyn",1,0.534,0.182,0.466,0.019,479,0.92,"50.0",0.28
"2080","14K157",86.8,"Not ELL",0.873,"Brooklyn",1,0.534,0.182,0.466,0.019,479,0.92,"53.3",0.28
"2081","14K157",87.2,"All Students",0.873,"Brooklyn",1,0.534,0.182,0.466,0.019,479,0.92,"52.9",0.28
"2082","14K157",85.3,"Female",0.873,"Brooklyn",1,0.534,0.182,0.466,0.019,479,0.92,"53.1",0.28
"2083","14K157",89,"Not SWD",0.873,"Brooklyn",1,0.534,0.182,0.466,0.019,479,0.92,"48.1",0.28
"2084","14K318",94.1,"Other",0.668,"Brooklyn",1,0.494,0.168,0.506,0.13,1249,0.737,"14.3",0.178
"2085","14K318",94,"Poverty",0.668,"Brooklyn",1,0.494,0.168,0.506,0.13,1249,0.737,"19.6",0.178
"2086","14K318",95.9,"Not Poverty",0.668,"Brooklyn",1,0.494,0.168,0.506,0.13,1249,0.737,"9.2",0.178
"2087","14K318",95.3,"Not SWD",0.668,"Brooklyn",1,0.494,0.168,0.506,0.13,1249,0.737,"13.6",0.178
"2088","14K318",94.3,"Hispanic",0.668,"Brooklyn",1,0.494,0.168,0.506,0.13,1249,0.737,"17.0",0.178
"2089","14K318",94,"ELL",0.668,"Brooklyn",1,0.494,0.168,0.506,0.13,1249,0.737,"21.6",0.178
"2090","14K318",94.6,"Female",0.668,"Brooklyn",1,0.494,0.168,0.506,0.13,1249,0.737,"15.8",0.178
"2091","14K318",91.6,"SWD",0.668,"Brooklyn",1,0.494,0.168,0.506,0.13,1249,0.737,"27.5",0.178
"2092","14K318",94.7,"Male",0.668,"Brooklyn",1,0.494,0.168,0.506,0.13,1249,0.737,"16.2",0.178
"2093","14K318",94.7,"Not ELL",0.668,"Brooklyn",1,0.494,0.168,0.506,0.13,1249,0.737,"15.5",0.178
"2094","14K318",98.3,"Asian",0.668,"Brooklyn",1,0.494,0.168,0.506,0.13,1249,0.737,"0.0",0.178
"2095","14K318",92.9,"Black",0.668,"Brooklyn",1,0.494,0.168,0.506,0.13,1249,0.737,"27.6",0.178
"2096","14K318",94.6,"All Students",0.668,"Brooklyn",1,0.494,0.168,0.506,0.13,1249,0.737,"16.0",0.178
"2097","14K318",96.6,"White",0.668,"Brooklyn",1,0.494,0.168,0.506,0.13,1249,0.737,"3.7",0.178
"2098","14K577",95.3,"Poverty",0.54,"Brooklyn",1,0.436,0.046,0.564,0.371,502,0.607,"10.5",0.189
"2099","14K577",95.6,"Male",0.54,"Brooklyn",1,0.436,0.046,0.564,0.371,502,0.607,"7.4",0.189
"2100","14K577",96.2,"White",0.54,"Brooklyn",1,0.436,0.046,0.564,0.371,502,0.607,"7.6",0.189
"2101","14K577",95.7,"All Students",0.54,"Brooklyn",1,0.436,0.046,0.564,0.371,502,0.607,"8.3",0.189
"2102","14K577",95.8,"Female",0.54,"Brooklyn",1,0.436,0.046,0.564,0.371,502,0.607,"8.9",0.189
"2103","14K577",95.3,"Hispanic",0.54,"Brooklyn",1,0.436,0.046,0.564,0.371,502,0.607,"8.3",0.189
"2104","14K577",94.4,"SWD",0.54,"Brooklyn",1,0.436,0.046,0.564,0.371,502,0.607,"12.5",0.189
"2105","14K577",96,"Not SWD",0.54,"Brooklyn",1,0.436,0.046,0.564,0.371,502,0.607,"7.3",0.189
"2106","14K577",96.2,"Not Poverty",0.54,"Brooklyn",1,0.436,0.046,0.564,0.371,502,0.607,"6.0",0.189
"2107","14K582",91.4,"Hispanic",0.838,"Brooklyn",1,0.509,0.238,0.491,0.034,265,0.866,"37.7",0.336
"2108","14K582",91.4,"Female",0.838,"Brooklyn",1,0.509,0.238,0.491,0.034,265,0.866,"33.3",0.336
"2109","14K582",92,"All Students",0.838,"Brooklyn",1,0.509,0.238,0.491,0.034,265,0.866,"31.7",0.336
"2110","14K582",92.6,"Male",0.838,"Brooklyn",1,0.509,0.238,0.491,0.034,265,0.866,"30.0",0.336
"2111","14K582",94.5,"Black",0.838,"Brooklyn",1,0.509,0.238,0.491,0.034,265,0.866,"11.8",0.336
"2112","14K582",91.7,"Poverty",0.838,"Brooklyn",1,0.509,0.238,0.491,0.034,265,0.866,"33.3",0.336
"2113","14K582",93.4,"Not Poverty",0.838,"Brooklyn",1,0.509,0.238,0.491,0.034,265,0.866,"23.5",0.336
"2114","14K582",89.6,"SWD",0.838,"Brooklyn",1,0.509,0.238,0.491,0.034,265,0.866,"45.7",0.336
"2115","14K582",93.2,"Not SWD",0.838,"Brooklyn",1,0.509,0.238,0.491,0.034,265,0.866,"24.2",0.336
"2116","14K582",92.3,"Not ELL",0.838,"Brooklyn",1,0.509,0.238,0.491,0.034,265,0.866,"30.2",0.336
"2117","14K582",90.1,"ELL",0.838,"Brooklyn",1,0.509,0.238,0.491,0.034,265,0.866,"40.0",0.336
"2118","14K586",84.5,"Female",0.919,"Brooklyn",0,0.542,0.371,0.458,0.026,496,0.92,"50.0",0.242
"2119","14K586",82.6,"ELL",0.919,"Brooklyn",0,0.542,0.371,0.458,0.026,496,0.92,"58.3",0.242
"2120","14K586",87.7,"Not ELL",0.919,"Brooklyn",0,0.542,0.371,0.458,0.026,496,0.92,"41.9",0.242
"2121","14K586",85.1,"Not SWD",0.919,"Brooklyn",0,0.542,0.371,0.458,0.026,496,0.92,"50.9",0.242
"2122","14K586",89.5,"Male",0.919,"Brooklyn",0,0.542,0.371,0.458,0.026,496,0.92,"38.9",0.242
"2123","14K586",89.3,"Black",0.919,"Brooklyn",0,0.542,0.371,0.458,0.026,496,0.92,"41.7",0.242
"2124","14K586",87,"All Students",0.919,"Brooklyn",0,0.542,0.371,0.458,0.026,496,0.92,"44.6",0.242
"2125","14K586",86.7,"Poverty",0.919,"Brooklyn",0,0.542,0.371,0.458,0.026,496,0.92,"45.6",0.242
"2126","14K586",84.9,"Hispanic",0.919,"Brooklyn",0,0.542,0.371,0.458,0.026,496,0.92,"42.9",0.242
"2127","14K586",89.8,"Not Poverty",0.919,"Brooklyn",0,0.542,0.371,0.458,0.026,496,0.92,"33.3",0.242
"2128","14K586",91.3,"SWD",0.919,"Brooklyn",0,0.542,0.371,0.458,0.026,496,0.92,"28.6",0.242
"2129","14K614",92,"Female",0.8,"Brooklyn",0,0,0.485,1,0.052,406,0.808,"33.3",0.182
