"","DBN","Percent_Attendance","Demographic.Variable","X..Poverty","borough","self_contained_option","gifted_talented_option","X..Male","X..Black","X..Female","X..White","Total.Enrollment","Economic.Need.Index","Percent_Chronically_Absent","X..Students.with.Disabilities"
"3559","18K272",91.2,"Female",0.926,"Brooklyn",1,0,0.526,0.765,0.474,0.038,473,0.881,"28.9",0.319
"3560","18K272",91.6,"Male",0.926,"Brooklyn",1,0,0.526,0.765,0.474,0.038,473,0.881,"35.0",0.319
"3561","18K272",88.1,"SWD",0.926,"Brooklyn",1,0,0.526,0.765,0.474,0.038,473,0.881,"51.6",0.319
"3562","18K272",87.7,"Hispanic",0.926,"Brooklyn",1,0,0.526,0.765,0.474,0.038,473,0.881,"41.7",0.319
"3563","18K272",93.6,"Not SWD",0.926,"Brooklyn",1,0,0.526,0.765,0.474,0.038,473,0.881,"19.1",0.319
"3564","18K272",91.4,"All Students",0.926,"Brooklyn",1,0,0.526,0.765,0.474,0.038,473,0.881,"32.1",0.319
"3565","18K272",92.1,"Black",0.926,"Brooklyn",1,0,0.526,0.765,0.474,0.038,473,0.881,"30.5",0.319
"3566","18K276",90.3,"SWD",0.791,"Brooklyn",1,0,0.545,0.872,0.455,0.044,616,0.712,"52.6",0.192
"3567","18K276",93.6,"Hispanic",0.791,"Brooklyn",1,0,0.545,0.872,0.455,0.044,616,0.712,"37.5",0.192
"3568","18K276",92.9,"Male",0.791,"Brooklyn",1,0,0.545,0.872,0.455,0.044,616,0.712,"27.0",0.192
"3569","18K276",93.6,"All Students",0.791,"Brooklyn",1,0,0.545,0.872,0.455,0.044,616,0.712,"24.8",0.192
"3570","18K276",94.7,"Female",0.791,"Brooklyn",1,0,0.545,0.872,0.455,0.044,616,0.712,"21.7",0.192
"3571","18K276",93.2,"Poverty",0.791,"Brooklyn",1,0,0.545,0.872,0.455,0.044,616,0.712,"27.4",0.192
"3572","18K276",95.1,"Not Poverty",0.791,"Brooklyn",1,0,0.545,0.872,0.455,0.044,616,0.712,"16.0",0.192
"3573","18K276",93.7,"Black",0.791,"Brooklyn",1,0,0.545,0.872,0.455,0.044,616,0.712,"24.0",0.192
"3574","18K276",96.4,"ELL",0.791,"Brooklyn",1,0,0.545,0.872,0.455,0.044,616,0.712,"0.0",0.192
"3575","18K276",94.3,"Not SWD",0.791,"Brooklyn",1,0,0.545,0.872,0.455,0.044,616,0.712,"18.9",0.192
"3576","18K276",93.3,"Not ELL",0.791,"Brooklyn",1,0,0.545,0.872,0.455,0.044,616,0.712,"27.8",0.192
"3577","18K279",92.5,"Black",0.802,"Brooklyn",1,0,0.493,0.886,0.507,0.017,404,0.674,"24.6",0.136
"3578","18K279",93.6,"Male",0.802,"Brooklyn",1,0,0.493,0.886,0.507,0.017,404,0.674,"15.0",0.136
"3579","18K279",92.4,"Not SWD",0.802,"Brooklyn",1,0,0.493,0.886,0.507,0.017,404,0.674,"27.1",0.136
"3580","18K279",92.5,"Poverty",0.802,"Brooklyn",1,0,0.493,0.886,0.507,0.017,404,0.674,"24.6",0.136
"3581","18K279",90.9,"Not Poverty",0.802,"Brooklyn",1,0,0.493,0.886,0.507,0.017,404,0.674,"37.5",0.136
"3582","18K279",92.2,"All Students",0.802,"Brooklyn",1,0,0.493,0.886,0.507,0.017,404,0.674,"27.4",0.136
"3583","18K279",90.5,"Female",0.802,"Brooklyn",1,0,0.493,0.886,0.507,0.017,404,0.674,"42.4",0.136
"3584","18K279",91.4,"SWD",0.802,"Brooklyn",1,0,0.493,0.886,0.507,0.017,404,0.674,"28.6",0.136
"3585","19K007",93.5,"Not ELL",0.924,"Brooklyn",1,0,0.485,0.093,0.515,0.023,879,0.82,"22.0",0.196
"3586","19K007",93.7,"Poverty",0.924,"Brooklyn",1,0,0.485,0.093,0.515,0.023,879,0.82,"19.3",0.196
"3587","19K007",93.7,"All Students",0.924,"Brooklyn",1,0,0.485,0.093,0.515,0.023,879,0.82,"19.2",0.196
"3588","19K007",93.6,"SWD",0.924,"Brooklyn",1,0,0.485,0.093,0.515,0.023,879,0.82,"29.7",0.196
"3589","19K007",93.5,"Black",0.924,"Brooklyn",1,0,0.485,0.093,0.515,0.023,879,0.82,"20.0",0.196
"3590","19K007",93.3,"Male",0.924,"Brooklyn",1,0,0.485,0.093,0.515,0.023,879,0.82,"28.2",0.196
"3591","19K007",94.6,"ELL",0.924,"Brooklyn",1,0,0.485,0.093,0.515,0.023,879,0.82,"9.1",0.196
"3592","19K007",94.2,"Not Poverty",0.924,"Brooklyn",1,0,0.485,0.093,0.515,0.023,879,0.82,"18.8",0.196
"3593","19K007",96,"Asian",0.924,"Brooklyn",1,0,0.485,0.093,0.515,0.023,879,0.82,"7.1",0.196
"3594","19K007",93.5,"Hispanic",0.924,"Brooklyn",1,0,0.485,0.093,0.515,0.023,879,0.82,"20.9",0.196
"3595","19K007",93.8,"Not SWD",0.924,"Brooklyn",1,0,0.485,0.093,0.515,0.023,879,0.82,"16.0",0.196
"3596","19K007",94.3,"Female",0.924,"Brooklyn",1,0,0.485,0.093,0.515,0.023,879,0.82,"8.5",0.196
"3597","19K013",90.9,"All Students",0.949,"Brooklyn",1,0,0.515,0.648,0.485,0.027,489,0.946,"40.7",0.27
"3598","19K013",93.6,"ELL",0.949,"Brooklyn",1,0,0.515,0.648,0.485,0.027,489,0.946,"31.3",0.27
"3599","19K013",89.9,"Hispanic",0.949,"Brooklyn",1,0,0.515,0.648,0.485,0.027,489,0.946,"50.0",0.27
"3600","19K013",90.5,"Male",0.949,"Brooklyn",1,0,0.515,0.648,0.485,0.027,489,0.946,"45.2",0.27
"3601","19K013",94.3,"Not Poverty",0.949,"Brooklyn",1,0,0.515,0.648,0.485,0.027,489,0.946,"22.2",0.27
"3602","19K013",91.8,"Not SWD",0.949,"Brooklyn",1,0,0.515,0.648,0.485,0.027,489,0.946,"36.5",0.27
"3603","19K013",89.1,"SWD",0.949,"Brooklyn",1,0,0.515,0.648,0.485,0.027,489,0.946,"50.0",0.27
"3604","19K013",90.9,"Black",0.949,"Brooklyn",1,0,0.515,0.648,0.485,0.027,489,0.946,"36.2",0.27
"3605","19K013",90.6,"Poverty",0.949,"Brooklyn",1,0,0.515,0.648,0.485,0.027,489,0.946,"42.7",0.27
"3606","19K013",91.3,"Female",0.949,"Brooklyn",1,0,0.515,0.648,0.485,0.027,489,0.946,"36.7",0.27
"3607","19K013",90.4,"Not ELL",0.949,"Brooklyn",1,0,0.515,0.648,0.485,0.027,489,0.946,"42.7",0.27
"3608","19K065",93.5,"Other",0.828,"Brooklyn",0,0,0.517,0.076,0.483,0.01,617,0.866,"16.7",0.12
"3609","19K065",93.8,"Male",0.828,"Brooklyn",0,0,0.517,0.076,0.483,0.01,617,0.866,"21.5",0.12
"3610","19K065",93.5,"All Students",0.828,"Brooklyn",0,0,0.517,0.076,0.483,0.01,617,0.866,"22.1",0.12
"3611","19K065",94.6,"Not Poverty",0.828,"Brooklyn",0,0,0.517,0.076,0.483,0.01,617,0.866,"10.0",0.12
"3612","19K065",93.3,"Poverty",0.828,"Brooklyn",0,0,0.517,0.076,0.483,0.01,617,0.866,"24.3",0.12
"3613","19K065",93.7,"Hispanic",0.828,"Brooklyn",0,0,0.517,0.076,0.483,0.01,617,0.866,"21.2",0.12
"3614","19K065",93.4,"ELL",0.828,"Brooklyn",0,0,0.517,0.076,0.483,0.01,617,0.866,"20.0",0.12
"3615","19K065",93.4,"Not SWD",0.828,"Brooklyn",0,0,0.517,0.076,0.483,0.01,617,0.866,"23.9",0.12
"3616","19K065",91.8,"Black",0.828,"Brooklyn",0,0,0.517,0.076,0.483,0.01,617,0.866,"33.3",0.12
"3617","19K065",94.3,"SWD",0.828,"Brooklyn",0,0,0.517,0.076,0.483,0.01,617,0.866,"11.1",0.12
"3618","19K065",93.3,"Female",0.828,"Brooklyn",0,0,0.517,0.076,0.483,0.01,617,0.866,"22.7",0.12
"3619","19K065",93.5,"Not ELL",0.828,"Brooklyn",0,0,0.517,0.076,0.483,0.01,617,0.866,"22.8",0.12
"3620","19K089",95.5,"Female",0.928,"Brooklyn",0,0,0.499,0.031,0.501,0,457,0.87,"8.7",0.256
"3621","19K089",94.4,"ELL",0.928,"Brooklyn",0,0,0.499,0.031,0.501,0,457,0.87,"16.0",0.256
"3622","19K089",94.9,"All Students",0.928,"Brooklyn",0,0,0.499,0.031,0.501,0,457,0.87,"14.0",0.256
"3623","19K089",94.3,"Male",0.928,"Brooklyn",0,0,0.499,0.031,0.501,0,457,0.87,"18.5",0.256
"3624","19K089",94.9,"SWD",0.928,"Brooklyn",0,0,0.499,0.031,0.501,0,457,0.87,"15.4",0.256
"3625","19K089",95.3,"Not ELL",0.928,"Brooklyn",0,0,0.499,0.031,0.501,0,457,0.87,"12.0",0.256
"3626","19K089",94.9,"Not SWD",0.928,"Brooklyn",0,0,0.499,0.031,0.501,0,457,0.87,"13.5",0.256
"3627","19K108",94.2,"Female",0.825,"Brooklyn",1,0,0.512,0.112,0.488,0.011,959,0.862,"16.1",0.239
"3628","19K108",93.7,"Male",0.825,"Brooklyn",1,0,0.512,0.112,0.488,0.011,959,0.862,"18.2",0.239
"3629","19K108",93.8,"Not ELL",0.825,"Brooklyn",1,0,0.512,0.112,0.488,0.011,959,0.862,"17.8",0.239
"3630","19K108",93.9,"All Students",0.825,"Brooklyn",1,0,0.512,0.112,0.488,0.011,959,0.862,"17.3",0.239
"3631","19K108",95.7,"Not Poverty",0.825,"Brooklyn",1,0,0.512,0.112,0.488,0.011,959,0.862,"4.3",0.239
"3632","19K108",94.6,"ELL",0.825,"Brooklyn",1,0,0.512,0.112,0.488,0.011,959,0.862,"14.3",0.239
"3633","19K108",93.5,"Poverty",0.825,"Brooklyn",1,0,0.512,0.112,0.488,0.011,959,0.862,"19.8",0.239
"3634","19K108",92.6,"Black",0.825,"Brooklyn",1,0,0.512,0.112,0.488,0.011,959,0.862,"20.8",0.239
"3635","19K108",93.9,"Hispanic",0.825,"Brooklyn",1,0,0.512,0.112,0.488,0.011,959,0.862,"17.6",0.239
"3636","19K108",93.2,"SWD",0.825,"Brooklyn",1,0,0.512,0.112,0.488,0.011,959,0.862,"21.3",0.239
"3637","19K108",94.3,"Not SWD",0.825,"Brooklyn",1,0,0.512,0.112,0.488,0.011,959,0.862,"15.2",0.239
"3638","19K149",91.4,"Black",0.957,"Brooklyn",1,1,0.499,0.593,0.501,0.012,681,0.909,"34.6",0.182
"3639","19K149",91.5,"Not SWD",0.957,"Brooklyn",1,1,0.499,0.593,0.501,0.012,681,0.909,"33.0",0.182
"3640","19K149",89.1,"ELL",0.957,"Brooklyn",1,1,0.499,0.593,0.501,0.012,681,0.909,"36.4",0.182
"3641","19K149",92.2,"Female",0.957,"Brooklyn",1,1,0.499,0.593,0.501,0.012,681,0.909,"28.6",0.182
"3642","19K149",89.9,"Male",0.957,"Brooklyn",1,1,0.499,0.593,0.501,0.012,681,0.909,"43.9",0.182
"3643","19K149",90.1,"Hispanic",0.957,"Brooklyn",1,1,0.499,0.593,0.501,0.012,681,0.909,"40.5",0.182
"3644","19K149",91.4,"Not ELL",0.957,"Brooklyn",1,1,0.499,0.593,0.501,0.012,681,0.909,"35.3",0.182
"3645","19K149",89.6,"SWD",0.957,"Brooklyn",1,1,0.499,0.593,0.501,0.012,681,0.909,"45.8",0.182
"3646","19K149",91.2,"All Students",0.957,"Brooklyn",1,1,0.499,0.593,0.501,0.012,681,0.909,"35.4",0.182
"3647","19K158",91.7,"Not SWD",0.896,"Brooklyn",1,0,0.482,0.486,0.518,0.015,589,0.909,"36.5",0.188
"3648","19K158",92.8,"Male",0.896,"Brooklyn",1,0,0.482,0.486,0.518,0.015,589,0.909,"27.8",0.188
"3649","19K158",92.2,"Not ELL",0.896,"Brooklyn",1,0,0.482,0.486,0.518,0.015,589,0.909,"34.5",0.188
"3650","19K158",92,"All Students",0.896,"Brooklyn",1,0,0.482,0.486,0.518,0.015,589,0.909,"34.3",0.188
"3651","19K158",90.9,"ELL",0.896,"Brooklyn",1,0,0.482,0.486,0.518,0.015,589,0.909,"33.3",0.188
"3652","19K158",92,"Black",0.896,"Brooklyn",1,0,0.482,0.486,0.518,0.015,589,0.909,"34.6",0.188
"3653","19K158",96.6,"Not Poverty",0.896,"Brooklyn",1,0,0.482,0.486,0.518,0.015,589,0.909,"7.7",0.188
"3654","19K158",91,"Female",0.896,"Brooklyn",1,0,0.482,0.486,0.518,0.015,589,0.909,"42.2",0.188
"3655","19K158",91.2,"Poverty",0.896,"Brooklyn",1,0,0.482,0.486,0.518,0.015,589,0.909,"38.4",0.188
"3656","19K158",91.5,"Hispanic",0.896,"Brooklyn",1,0,0.482,0.486,0.518,0.015,589,0.909,"37.2",0.188
"3657","19K158",92.9,"SWD",0.896,"Brooklyn",1,0,0.482,0.486,0.518,0.015,589,0.909,"28.0",0.188
"3658","19K159",90.4,"Hispanic",0.857,"Brooklyn",0,0,0.486,0.31,0.514,0.014,798,0.899,"35.9",0.163
"3659","19K159",93.7,"Asian",0.857,"Brooklyn",0,0,0.486,0.31,0.514,0.014,798,0.899,"23.4",0.163
"3660","19K159",94.9,"Not Poverty",0.857,"Brooklyn",0,0,0.486,0.31,0.514,0.014,798,0.899,"23.1",0.163
"3661","19K159",91.6,"Male",0.857,"Brooklyn",0,0,0.486,0.31,0.514,0.014,798,0.899,"32.8",0.163
"3662","19K159",92.6,"Female",0.857,"Brooklyn",0,0,0.486,0.31,0.514,0.014,798,0.899,"29.3",0.163
"3663","19K159",91.9,"Not ELL",0.857,"Brooklyn",0,0,0.486,0.31,0.514,0.014,798,0.899,"34.0",0.163
"3664","19K159",91.9,"Black",0.857,"Brooklyn",0,0,0.486,0.31,0.514,0.014,798,0.899,"33.3",0.163
"3665","19K159",91.9,"Poverty",0.857,"Brooklyn",0,0,0.486,0.31,0.514,0.014,798,0.899,"31.7",0.163
"3666","19K159",89.4,"SWD",0.857,"Brooklyn",0,0,0.486,0.31,0.514,0.014,798,0.899,"41.9",0.163
"3667","19K159",92.2,"All Students",0.857,"Brooklyn",0,0,0.486,0.31,0.514,0.014,798,0.899,"30.9",0.163
"3668","19K159",92.8,"ELL",0.857,"Brooklyn",0,0,0.486,0.31,0.514,0.014,798,0.899,"23.1",0.163
"3669","19K159",93,"Not SWD",0.857,"Brooklyn",0,0,0.486,0.31,0.514,0.014,798,0.899,"27.6",0.163
"3670","19K190",89,"All Students",0.973,"Brooklyn",1,0,0.476,0.773,0.524,0.016,185,0.913,"42.9",0.168
"3671","19K190",89.5,"Black",0.973,"Brooklyn",1,0,0.476,0.773,0.524,0.016,185,0.913,"44.0",0.168
"3672","19K190",87,"Male",0.973,"Brooklyn",1,0,0.476,0.773,0.524,0.016,185,0.913,"53.8",0.168
"3673","19K190",87.7,"Hispanic",0.973,"Brooklyn",1,0,0.476,0.773,0.524,0.016,185,0.913,"40.0",0.168
"3674","19K190",84.9,"SWD",0.973,"Brooklyn",1,0,0.476,0.773,0.524,0.016,185,0.913,"62.5",0.168
"3675","19K190",90.1,"Female",0.973,"Brooklyn",1,0,0.476,0.773,0.524,0.016,185,0.913,"36.4",0.168
"3676","19K190",89.8,"Not SWD",0.973,"Brooklyn",1,0,0.476,0.773,0.524,0.016,185,0.913,"37.0",0.168
"3677","19K202",89.5,"Black",0.957,"Brooklyn",1,0,0.517,0.588,0.483,0.025,439,0.928,"46.5",0.292
"3678","19K202",88.4,"SWD",0.957,"Brooklyn",1,0,0.517,0.588,0.483,0.025,439,0.928,"53.8",0.292
"3679","19K202",91.4,"Hispanic",0.957,"Brooklyn",1,0,0.517,0.588,0.483,0.025,439,0.928,"31.8",0.292
"3680","19K202",90.2,"All Students",0.957,"Brooklyn",1,0,0.517,0.588,0.483,0.025,439,0.928,"42.0",0.292
"3681","19K202",90.1,"Male",0.957,"Brooklyn",1,0,0.517,0.588,0.483,0.025,439,0.928,"42.4",0.292
"3682","19K202",90.3,"Female",0.957,"Brooklyn",1,0,0.517,0.588,0.483,0.025,439,0.928,"41.7",0.292
"3683","19K202",90.7,"Not SWD",0.957,"Brooklyn",1,0,0.517,0.588,0.483,0.025,439,0.928,"39.3",0.292
"3684","19K213",92.1,"Black",0.947,"Brooklyn",1,0,0.446,0.695,0.554,0.06,285,0.945,"29.4",0.182
"3685","19K213",91.4,"Male",0.947,"Brooklyn",1,0,0.446,0.695,0.554,0.06,285,0.945,"40.0",0.182
"3686","19K213",90.7,"All Students",0.947,"Brooklyn",1,0,0.446,0.695,0.554,0.06,285,0.945,"42.6",0.182
"3687","19K213",90.1,"Female",0.947,"Brooklyn",1,0,0.446,0.695,0.554,0.06,285,0.945,"44.8",0.182
"3688","19K213",89.3,"SWD",0.947,"Brooklyn",1,0,0.446,0.695,0.554,0.06,285,0.945,"58.3",0.182
"3689","19K213",91.1,"Not SWD",0.947,"Brooklyn",1,0,0.446,0.695,0.554,0.06,285,0.945,"38.1",0.182
"3690","19K213",88.1,"Hispanic",0.947,"Brooklyn",1,0,0.446,0.695,0.554,0.06,285,0.945,"65.0",0.182
"3691","19K214",90.5,"Black",0.828,"Brooklyn",1,0,0.523,0.116,0.477,0.032,914,0.884,"38.9",0.165
"3692","19K214",93.9,"Asian",0.828,"Brooklyn",1,0,0.523,0.116,0.477,0.032,914,0.884,"14.5",0.165
"3693","19K214",91.3,"Hispanic",0.828,"Brooklyn",1,0,0.523,0.116,0.477,0.032,914,0.884,"31.3",0.165
"3694","19K214",92.9,"Not SWD",0.828,"Brooklyn",1,0,0.523,0.116,0.477,0.032,914,0.884,"18.0",0.165
"3695","19K214",92.4,"Poverty",0.828,"Brooklyn",1,0,0.523,0.116,0.477,0.032,914,0.884,"26.1",0.165
"3696","19K214",90.3,"ELL",0.828,"Brooklyn",1,0,0.523,0.116,0.477,0.032,914,0.884,"35.3",0.165
"3697","19K214",93.9,"Not Poverty",0.828,"Brooklyn",1,0,0.523,0.116,0.477,0.032,914,0.884,"8.3",0.165
"3698","19K214",92.6,"All Students",0.828,"Brooklyn",1,0,0.523,0.116,0.477,0.032,914,0.884,"23.0",0.165
"3699","19K214",92.7,"Male",0.828,"Brooklyn",1,0,0.523,0.116,0.477,0.032,914,0.884,"18.6",0.165
"3700","19K214",92.6,"Female",0.828,"Brooklyn",1,0,0.523,0.116,0.477,0.032,914,0.884,"27.5",0.165
"3701","19K214",91.6,"SWD",0.828,"Brooklyn",1,0,0.523,0.116,0.477,0.032,914,0.884,"42.9",0.165
"3702","19K214",92.9,"Not ELL",0.828,"Brooklyn",1,0,0.523,0.116,0.477,0.032,914,0.884,"21.3",0.165
"3703","19K224",89.5,"SWD",0.956,"Brooklyn",1,0,0.483,0.641,0.517,0.007,412,0.928,"35.0",0.231
"3704","19K224",90.1,"Black",0.956,"Brooklyn",1,0,0.483,0.641,0.517,0.007,412,0.928,"37.7",0.231
"3705","19K224",90.3,"Not SWD",0.956,"Brooklyn",1,0,0.483,0.641,0.517,0.007,412,0.928,"40.0",0.231
"3706","19K224",94.1,"ELL",0.956,"Brooklyn",1,0,0.483,0.641,0.517,0.007,412,0.928,"0.0",0.231
"3707","19K224",90.8,"Male",0.956,"Brooklyn",1,0,0.483,0.641,0.517,0.007,412,0.928,"36.1",0.231
"3708","19K224",89.5,"Hispanic",0.956,"Brooklyn",1,0,0.483,0.641,0.517,0.007,412,0.928,"40.0",0.231
"3709","19K224",89.6,"Female",0.956,"Brooklyn",1,0,0.483,0.641,0.517,0.007,412,0.928,"40.9",0.231
"3710","19K224",90.1,"All Students",0.956,"Brooklyn",1,0,0.483,0.641,0.517,0.007,412,0.928,"38.8",0.231
"3711","19K224",89.8,"Not ELL",0.956,"Brooklyn",1,0,0.483,0.641,0.517,0.007,412,0.928,"41.9",0.231
"3712","19K273",83.4,"Hispanic",0.865,"Brooklyn",1,0,0.461,0.768,0.539,0.011,371,0.89,"66.7",0.272
"3713","19K273",89.6,"Not Poverty",0.865,"Brooklyn",1,0,0.461,0.768,0.539,0.011,371,0.89,"36.4",0.272
"3714","19K273",91.6,"Black",0.865,"Brooklyn",1,0,0.461,0.768,0.539,0.011,371,0.89,"40.8",0.272
"3715","19K273",90.4,"Not SWD",0.865,"Brooklyn",1,0,0.461,0.768,0.539,0.011,371,0.89,"35.0",0.272
"3716","19K273",90.2,"All Students",0.865,"Brooklyn",1,0,0.461,0.768,0.539,0.011,371,0.89,"44.1",0.272
"3717","19K273",90.3,"Poverty",0.865,"Brooklyn",1,0,0.461,0.768,0.539,0.011,371,0.89,"45.8",0.272
"3718","19K273",89.9,"SWD",0.865,"Brooklyn",1,0,0.461,0.768,0.539,0.011,371,0.89,"63.2",0.272
"3719","19K273",89.9,"Female",0.865,"Brooklyn",1,0,0.461,0.768,0.539,0.011,371,0.89,"44.1",0.272
"3720","19K273",90.7,"Male",0.865,"Brooklyn",1,0,0.461,0.768,0.539,0.011,371,0.89,"44.0",0.272
"3721","19K290",95.5,"ELL",0.954,"Brooklyn",1,0,0.51,0.208,0.49,0.011,525,0.889,"20.0",0.232
"3722","19K290",92.6,"Not ELL",0.954,"Brooklyn",1,0,0.51,0.208,0.49,0.011,525,0.889,"25.7",0.232
"3723","19K290",94.3,"Hispanic",0.954,"Brooklyn",1,0,0.51,0.208,0.49,0.011,525,0.889,"18.6",0.232
"3724","19K290",93.1,"Not SWD",0.954,"Brooklyn",1,0,0.51,0.208,0.49,0.011,525,0.889,"26.6",0.232
"3725","19K290",93.1,"All Students",0.954,"Brooklyn",1,0,0.51,0.208,0.49,0.011,525,0.889,"24.7",0.232
"3726","19K290",90.5,"Black",0.954,"Brooklyn",1,0,0.51,0.208,0.49,0.011,525,0.889,"40.7",0.232
"3727","19K290",93.1,"Male",0.954,"Brooklyn",1,0,0.51,0.208,0.49,0.011,525,0.889,"26.5",0.232
"3728","19K290",93.2,"SWD",0.954,"Brooklyn",1,0,0.51,0.208,0.49,0.011,525,0.889,"20.0",0.232
"3729","19K290",93.1,"Female",0.954,"Brooklyn",1,0,0.51,0.208,0.49,0.011,525,0.889,"22.5",0.232
"3730","19K306",89.4,"SWD",0.96,"Brooklyn",1,0,0.48,0.705,0.52,0.009,329,0.967,"41.9",0.362
"3731","19K306",89.5,"All Students",0.96,"Brooklyn",1,0,0.48,0.705,0.52,0.009,329,0.967,"41.4",0.362
"3732","19K306",89.2,"Male",0.96,"Brooklyn",1,0,0.48,0.705,0.52,0.009,329,0.967,"44.0",0.362
"3733","19K306",90.5,"Hispanic",0.96,"Brooklyn",1,0,0.48,0.705,0.52,0.009,329,0.967,"26.7",0.362
"3734","19K306",89.8,"Female",0.96,"Brooklyn",1,0,0.48,0.705,0.52,0.009,329,0.967,"39.4",0.362
"3735","19K306",88.9,"Black",0.96,"Brooklyn",1,0,0.48,0.705,0.52,0.009,329,0.967,"50.0",0.362
"3736","19K306",89.7,"Not SWD",0.96,"Brooklyn",1,0,0.48,0.705,0.52,0.009,329,0.967,"40.7",0.362
"3737","19K325",93,"Male",0.943,"Brooklyn",1,0,0.464,0.697,0.536,0.019,211,0.915,"23.5",0.242
"3738","19K325",90,"Female",0.943,"Brooklyn",1,0,0.464,0.697,0.536,0.019,211,0.915,"33.3",0.242
"3739","19K325",95,"Hispanic",0.943,"Brooklyn",1,0,0.464,0.697,0.536,0.019,211,0.915,"14.3",0.242
"3740","19K325",90.5,"Black",0.943,"Brooklyn",1,0,0.464,0.697,0.536,0.019,211,0.915,"32.0",0.242
"3741","19K325",92.2,"SWD",0.943,"Brooklyn",1,0,0.464,0.697,0.536,0.019,211,0.915,"20.0",0.242
"3742","19K325",91.6,"All Students",0.943,"Brooklyn",1,0,0.464,0.697,0.536,0.019,211,0.915,"28.1",0.242
"3743","19K325",91.3,"Not SWD",0.943,"Brooklyn",1,0,0.464,0.697,0.536,0.019,211,0.915,"31.8",0.242
"3744","19K328",93.4,"Not SWD",0.979,"Brooklyn",1,0,0.516,0.533,0.484,0.038,289,0.971,"23.3",0.266
"3745","19K328",91.7,"ELL",0.979,"Brooklyn",1,0,0.516,0.533,0.484,0.038,289,0.971,"25.0",0.266
"3746","19K328",91.6,"Hispanic",0.979,"Brooklyn",1,0,0.516,0.533,0.484,0.038,289,0.971,"25.0",0.266
"3747","19K328",91.3,"SWD",0.979,"Brooklyn",1,0,0.516,0.533,0.484,0.038,289,0.971,"33.3",0.266
"3748","19K328",93.3,"Not ELL",0.979,"Brooklyn",1,0,0.516,0.533,0.484,0.038,289,0.971,"26.2",0.266
"3749","19K328",93.6,"Male",0.979,"Brooklyn",1,0,0.516,0.533,0.484,0.038,289,0.971,"19.2",0.266
"3750","19K328",93.2,"Black",0.979,"Brooklyn",1,0,0.516,0.533,0.484,0.038,289,0.971,"28.1",0.266
"3751","19K328",92.1,"Female",0.979,"Brooklyn",1,0,0.516,0.533,0.484,0.038,289,0.971,"31.3",0.266
"3752","19K328",92.8,"Poverty",0.979,"Brooklyn",1,0,0.516,0.533,0.484,0.038,289,0.971,"25.9",0.266
"3753","19K328",92.8,"All Students",0.979,"Brooklyn",1,0,0.516,0.533,0.484,0.038,289,0.971,"25.9",0.266
"3754","19K345",90.6,"All Students",0.86,"Brooklyn",1,0,0.52,0.333,0.48,0.017,535,0.9,"38.9",0.164
"3755","19K345",92.4,"Not Poverty",0.86,"Brooklyn",1,0,0.52,0.333,0.48,0.017,535,0.9,"33.3",0.164
"3756","19K345",90.4,"Not ELL",0.86,"Brooklyn",1,0,0.52,0.333,0.48,0.017,535,0.9,"42.0",0.164
"3757","19K345",90.2,"Poverty",0.86,"Brooklyn",1,0,0.52,0.333,0.48,0.017,535,0.9,"40.3",0.164
"3758","19K345",91.5,"Hispanic",0.86,"Brooklyn",1,0,0.52,0.333,0.48,0.017,535,0.9,"32.7",0.164
"3759","19K345",89,"Black",0.86,"Brooklyn",1,0,0.52,0.333,0.48,0.017,535,0.9,"47.2",0.164
"3760","19K345",94.2,"Asian",0.86,"Brooklyn",1,0,0.52,0.333,0.48,0.017,535,0.9,"25.0",0.164
"3761","19K345",90.6,"Not SWD",0.86,"Brooklyn",1,0,0.52,0.333,0.48,0.017,535,0.9,"38.5",0.164
"3762","19K345",90.8,"Female",0.86,"Brooklyn",1,0,0.52,0.333,0.48,0.017,535,0.9,"32.4",0.164
"3763","19K345",90.5,"SWD",0.86,"Brooklyn",1,0,0.52,0.333,0.48,0.017,535,0.9,"41.2",0.164
"3764","19K345",91.4,"ELL",0.86,"Brooklyn",1,0,0.52,0.333,0.48,0.017,535,0.9,"21.4",0.164
"3765","19K345",90.4,"Male",0.86,"Brooklyn",1,0,0.52,0.333,0.48,0.017,535,0.9,"43.1",0.164
"3766","19K346",93.2,"Not Poverty",0.854,"Brooklyn",1,0,0.499,0.639,0.501,0.046,581,0.748,"17.6",0.227
"3767","19K346",93.4,"Not SWD",0.854,"Brooklyn",1,0,0.499,0.639,0.501,0.046,581,0.748,"18.9",0.227
"3768","19K346",92.9,"Black",0.854,"Brooklyn",1,0,0.499,0.639,0.501,0.046,581,0.748,"17.9",0.227
"3769","19K346",92.8,"Female",0.854,"Brooklyn",1,0,0.499,0.639,0.501,0.046,581,0.748,"21.8",0.227
"3770","19K346",92.2,"Male",0.854,"Brooklyn",1,0,0.499,0.639,0.501,0.046,581,0.748,"25.5",0.227
"3771","19K346",91.6,"Hispanic",0.854,"Brooklyn",1,0,0.499,0.639,0.501,0.046,581,0.748,"33.3",0.227
"3772","19K346",93.1,"Asian",0.854,"Brooklyn",1,0,0.499,0.639,0.501,0.046,581,0.748,"30.0",0.227
"3773","19K346",87.5,"SWD",0.854,"Brooklyn",1,0,0.499,0.639,0.501,0.046,581,0.748,"50.0",0.227
"3774","19K346",92.4,"Poverty",0.854,"Brooklyn",1,0,0.499,0.639,0.501,0.046,581,0.748,"24.7",0.227
