"","DBN","School Name.x","Year.x","Percent_Attendance","Demographic Category","Demographic Variable","School Name.y","Year.y","Total Enrollment","Grade 3","% Female","% Male","% Black","% White","% Students with Disabilities","% Poverty","Economic Need Index","G&T","Gen Ed","ICT","ICT & G&T","SC 12:1","SC 12:1:1","SC 15:1","SC 6:1:1","SC 8:1:1"
"6527","22K312","P.S. 312 Bergen Beach","2017-18","93.7","SWD Status","Not SWD","P.S. 312 Bergen Beach","2017-18",792,133,0.485,0.515,0.389,0.413,0.196,0.574,0.454,NA,30.7,30,NA,NA,11.3,NA,NA,NA
"6528","22K312","P.S. 312 Bergen Beach","2017-18","90.2","SWD Status","SWD","P.S. 312 Bergen Beach","2017-18",792,133,0.485,0.515,0.389,0.413,0.196,0.574,0.454,NA,30.7,30,NA,NA,11.3,NA,NA,NA
"6529","22K312","P.S. 312 Bergen Beach","2017-18","93.3","ELL Status","ELL","P.S. 312 Bergen Beach","2017-18",792,133,0.485,0.515,0.389,0.413,0.196,0.574,0.454,NA,30.7,30,NA,NA,11.3,NA,NA,NA
"6530","22K315","P.S. K315","2017-18","94.6","Ethnicity","Asian","P.S. K315","2017-18",677,126,0.483,0.517,0.558,0.058,0.27,0.903,0.835,NA,27,29,NA,NA,11.2,NA,NA,NA
"6531","22K315","P.S. K315","2017-18","93.2","Ethnicity","Hispanic","P.S. K315","2017-18",677,126,0.483,0.517,0.558,0.058,0.27,0.903,0.835,NA,27,29,NA,NA,11.2,NA,NA,NA
"6532","22K315","P.S. K315","2017-18","s","Ethnicity","Other","P.S. K315","2017-18",677,126,0.483,0.517,0.558,0.058,0.27,0.903,0.835,NA,27,29,NA,NA,11.2,NA,NA,NA
"6533","22K315","P.S. K315","2017-18","s","Poverty","Poverty","P.S. K315","2017-18",677,126,0.483,0.517,0.558,0.058,0.27,0.903,0.835,NA,27,29,NA,NA,11.2,NA,NA,NA
"6534","22K315","P.S. K315","2017-18","s","Ethnicity","White","P.S. K315","2017-18",677,126,0.483,0.517,0.558,0.058,0.27,0.903,0.835,NA,27,29,NA,NA,11.2,NA,NA,NA
"6535","22K315","P.S. K315","2017-18","93.8","All Students","All Students","P.S. K315","2017-18",677,126,0.483,0.517,0.558,0.058,0.27,0.903,0.835,NA,27,29,NA,NA,11.2,NA,NA,NA
"6536","22K315","P.S. K315","2017-18","94.0","Ethnicity","Black","P.S. K315","2017-18",677,126,0.483,0.517,0.558,0.058,0.27,0.903,0.835,NA,27,29,NA,NA,11.2,NA,NA,NA
"6537","22K315","P.S. K315","2017-18","94.5","SWD Status","Not SWD","P.S. K315","2017-18",677,126,0.483,0.517,0.558,0.058,0.27,0.903,0.835,NA,27,29,NA,NA,11.2,NA,NA,NA
"6538","22K315","P.S. K315","2017-18","s","Poverty","Not Poverty","P.S. K315","2017-18",677,126,0.483,0.517,0.558,0.058,0.27,0.903,0.835,NA,27,29,NA,NA,11.2,NA,NA,NA
"6539","22K315","P.S. K315","2017-18","93.8","Gender","Female","P.S. K315","2017-18",677,126,0.483,0.517,0.558,0.058,0.27,0.903,0.835,NA,27,29,NA,NA,11.2,NA,NA,NA
"6540","22K315","P.S. K315","2017-18","93.9","Gender","Male","P.S. K315","2017-18",677,126,0.483,0.517,0.558,0.058,0.27,0.903,0.835,NA,27,29,NA,NA,11.2,NA,NA,NA
"6541","22K315","P.S. K315","2017-18","92.2","ELL Status","ELL","P.S. K315","2017-18",677,126,0.483,0.517,0.558,0.058,0.27,0.903,0.835,NA,27,29,NA,NA,11.2,NA,NA,NA
"6542","22K315","P.S. K315","2017-18","92.0","SWD Status","SWD","P.S. K315","2017-18",677,126,0.483,0.517,0.558,0.058,0.27,0.903,0.835,NA,27,29,NA,NA,11.2,NA,NA,NA
"6543","22K315","P.S. K315","2017-18","94.0","ELL Status","Not ELL","P.S. K315","2017-18",677,126,0.483,0.517,0.558,0.058,0.27,0.903,0.835,NA,27,29,NA,NA,11.2,NA,NA,NA
"6544","22K361","P.S. 361 East Flatbush Early Childhood School","2017-18","s","Ethnicity","Hispanic","P.S. 361 East Flatbush Early Childhood School","2017-18",418,0,0.495,0.505,0.775,0.048,0.213,0.888,0.857,NA,NA,NA,NA,NA,10.3,NA,NA,NA
"6545","22K361","P.S. 361 East Flatbush Early Childhood School","2017-18","s","All Students","All Students","P.S. 361 East Flatbush Early Childhood School","2017-18",418,0,0.495,0.505,0.775,0.048,0.213,0.888,0.857,NA,NA,NA,NA,NA,10.3,NA,NA,NA
"6546","22K361","P.S. 361 East Flatbush Early Childhood School","2017-18","s","Poverty","Poverty","P.S. 361 East Flatbush Early Childhood School","2017-18",418,0,0.495,0.505,0.775,0.048,0.213,0.888,0.857,NA,NA,NA,NA,NA,10.3,NA,NA,NA
"6547","22K361","P.S. 361 East Flatbush Early Childhood School","2017-18","s","SWD Status","SWD","P.S. 361 East Flatbush Early Childhood School","2017-18",418,0,0.495,0.505,0.775,0.048,0.213,0.888,0.857,NA,NA,NA,NA,NA,10.3,NA,NA,NA
"6548","22K361","P.S. 361 East Flatbush Early Childhood School","2017-18","s","ELL Status","ELL","P.S. 361 East Flatbush Early Childhood School","2017-18",418,0,0.495,0.505,0.775,0.048,0.213,0.888,0.857,NA,NA,NA,NA,NA,10.3,NA,NA,NA
"6549","22K361","P.S. 361 East Flatbush Early Childhood School","2017-18","s","Gender","Female","P.S. 361 East Flatbush Early Childhood School","2017-18",418,0,0.495,0.505,0.775,0.048,0.213,0.888,0.857,NA,NA,NA,NA,NA,10.3,NA,NA,NA
"6550","23K041","P.S. 041 Francis White","2017-18","85.7","Gender","Female","P.S. 041 Francis White","2017-18",457,49,0.495,0.505,0.6,0.033,0.33,0.987,0.964,NA,20.5,NA,NA,11.3,8,NA,NA,NA
"6551","23K041","P.S. 041 Francis White","2017-18","86.8","Ethnicity","Black","P.S. 041 Francis White","2017-18",457,49,0.495,0.505,0.6,0.033,0.33,0.987,0.964,NA,20.5,NA,NA,11.3,8,NA,NA,NA
"6552","23K041","P.S. 041 Francis White","2017-18","89.1","Gender","Male","P.S. 041 Francis White","2017-18",457,49,0.495,0.505,0.6,0.033,0.33,0.987,0.964,NA,20.5,NA,NA,11.3,8,NA,NA,NA
"6553","23K041","P.S. 041 Francis White","2017-18","s","Ethnicity","Other","P.S. 041 Francis White","2017-18",457,49,0.495,0.505,0.6,0.033,0.33,0.987,0.964,NA,20.5,NA,NA,11.3,8,NA,NA,NA
"6554","23K041","P.S. 041 Francis White","2017-18","s","Ethnicity","Hispanic","P.S. 041 Francis White","2017-18",457,49,0.495,0.505,0.6,0.033,0.33,0.987,0.964,NA,20.5,NA,NA,11.3,8,NA,NA,NA
"6555","23K041","P.S. 041 Francis White","2017-18","s","ELL Status","ELL","P.S. 041 Francis White","2017-18",457,49,0.495,0.505,0.6,0.033,0.33,0.987,0.964,NA,20.5,NA,NA,11.3,8,NA,NA,NA
"6556","23K041","P.S. 041 Francis White","2017-18","87.6","SWD Status","Not SWD","P.S. 041 Francis White","2017-18",457,49,0.495,0.505,0.6,0.033,0.33,0.987,0.964,NA,20.5,NA,NA,11.3,8,NA,NA,NA
"6557","23K041","P.S. 041 Francis White","2017-18","s","Poverty","Poverty","P.S. 041 Francis White","2017-18",457,49,0.495,0.505,0.6,0.033,0.33,0.987,0.964,NA,20.5,NA,NA,11.3,8,NA,NA,NA
"6558","23K041","P.S. 041 Francis White","2017-18","87.6","All Students","All Students","P.S. 041 Francis White","2017-18",457,49,0.495,0.505,0.6,0.033,0.33,0.987,0.964,NA,20.5,NA,NA,11.3,8,NA,NA,NA
"6559","23K041","P.S. 041 Francis White","2017-18","87.4","SWD Status","SWD","P.S. 041 Francis White","2017-18",457,49,0.495,0.505,0.6,0.033,0.33,0.987,0.964,NA,20.5,NA,NA,11.3,8,NA,NA,NA
"6560","23K041","P.S. 041 Francis White","2017-18","s","Poverty","Not Poverty","P.S. 041 Francis White","2017-18",457,49,0.495,0.505,0.6,0.033,0.33,0.987,0.964,NA,20.5,NA,NA,11.3,8,NA,NA,NA
"6561","23K041","P.S. 041 Francis White","2017-18","s","ELL Status","Not ELL","P.S. 041 Francis White","2017-18",457,49,0.495,0.505,0.6,0.033,0.33,0.987,0.964,NA,20.5,NA,NA,11.3,8,NA,NA,NA
"6562","23K137","P.S./I.S. 137 Rachel Jean Mitchell","2017-18","91.6","Gender","Male","P.S./I.S. 137 Rachel Jean Mitchell","2017-18",303,39,0.518,0.482,0.749,0.013,0.3,0.934,0.895,NA,31,NA,NA,NA,10.3,NA,NA,NA
"6563","23K137","P.S./I.S. 137 Rachel Jean Mitchell","2017-18","s","Poverty","Poverty","P.S./I.S. 137 Rachel Jean Mitchell","2017-18",303,39,0.518,0.482,0.749,0.013,0.3,0.934,0.895,NA,31,NA,NA,NA,10.3,NA,NA,NA
"6564","23K137","P.S./I.S. 137 Rachel Jean Mitchell","2017-18","s","Ethnicity","Hispanic","P.S./I.S. 137 Rachel Jean Mitchell","2017-18",303,39,0.518,0.482,0.749,0.013,0.3,0.934,0.895,NA,31,NA,NA,NA,10.3,NA,NA,NA
"6565","23K137","P.S./I.S. 137 Rachel Jean Mitchell","2017-18","89.7","Gender","Female","P.S./I.S. 137 Rachel Jean Mitchell","2017-18",303,39,0.518,0.482,0.749,0.013,0.3,0.934,0.895,NA,31,NA,NA,NA,10.3,NA,NA,NA
"6566","23K137","P.S./I.S. 137 Rachel Jean Mitchell","2017-18","s","ELL Status","Not ELL","P.S./I.S. 137 Rachel Jean Mitchell","2017-18",303,39,0.518,0.482,0.749,0.013,0.3,0.934,0.895,NA,31,NA,NA,NA,10.3,NA,NA,NA
"6567","23K137","P.S./I.S. 137 Rachel Jean Mitchell","2017-18","89.8","Ethnicity","Black","P.S./I.S. 137 Rachel Jean Mitchell","2017-18",303,39,0.518,0.482,0.749,0.013,0.3,0.934,0.895,NA,31,NA,NA,NA,10.3,NA,NA,NA
"6568","23K137","P.S./I.S. 137 Rachel Jean Mitchell","2017-18","90.5","All Students","All Students","P.S./I.S. 137 Rachel Jean Mitchell","2017-18",303,39,0.518,0.482,0.749,0.013,0.3,0.934,0.895,NA,31,NA,NA,NA,10.3,NA,NA,NA
"6569","23K137","P.S./I.S. 137 Rachel Jean Mitchell","2017-18","s","ELL Status","ELL","P.S./I.S. 137 Rachel Jean Mitchell","2017-18",303,39,0.518,0.482,0.749,0.013,0.3,0.934,0.895,NA,31,NA,NA,NA,10.3,NA,NA,NA
"6570","23K137","P.S./I.S. 137 Rachel Jean Mitchell","2017-18","s","Ethnicity","Other","P.S./I.S. 137 Rachel Jean Mitchell","2017-18",303,39,0.518,0.482,0.749,0.013,0.3,0.934,0.895,NA,31,NA,NA,NA,10.3,NA,NA,NA
"6571","23K137","P.S./I.S. 137 Rachel Jean Mitchell","2017-18","92.3","SWD Status","Not SWD","P.S./I.S. 137 Rachel Jean Mitchell","2017-18",303,39,0.518,0.482,0.749,0.013,0.3,0.934,0.895,NA,31,NA,NA,NA,10.3,NA,NA,NA
"6572","23K137","P.S./I.S. 137 Rachel Jean Mitchell","2017-18","s","Poverty","Not Poverty","P.S./I.S. 137 Rachel Jean Mitchell","2017-18",303,39,0.518,0.482,0.749,0.013,0.3,0.934,0.895,NA,31,NA,NA,NA,10.3,NA,NA,NA
"6573","23K137","P.S./I.S. 137 Rachel Jean Mitchell","2017-18","88.3","SWD Status","SWD","P.S./I.S. 137 Rachel Jean Mitchell","2017-18",303,39,0.518,0.482,0.749,0.013,0.3,0.934,0.895,NA,31,NA,NA,NA,10.3,NA,NA,NA
"6574","23K150","P.S. 150 Christopher","2017-18","s","ELL Status","Not ELL","P.S. 150 Christopher","2017-18",171,31,0.485,0.515,0.649,0.018,0.363,0.988,0.975,NA,NA,24,NA,NA,9.7,NA,NA,NA
"6575","23K150","P.S. 150 Christopher","2017-18","90.7","Ethnicity","Black","P.S. 150 Christopher","2017-18",171,31,0.485,0.515,0.649,0.018,0.363,0.988,0.975,NA,NA,24,NA,NA,9.7,NA,NA,NA
"6576","23K150","P.S. 150 Christopher","2017-18","s","Ethnicity","Hispanic","P.S. 150 Christopher","2017-18",171,31,0.485,0.515,0.649,0.018,0.363,0.988,0.975,NA,NA,24,NA,NA,9.7,NA,NA,NA
"6577","23K150","P.S. 150 Christopher","2017-18","89.6","Poverty","Poverty","P.S. 150 Christopher","2017-18",171,31,0.485,0.515,0.649,0.018,0.363,0.988,0.975,NA,NA,24,NA,NA,9.7,NA,NA,NA
"6578","23K150","P.S. 150 Christopher","2017-18","89.6","All Students","All Students","P.S. 150 Christopher","2017-18",171,31,0.485,0.515,0.649,0.018,0.363,0.988,0.975,NA,NA,24,NA,NA,9.7,NA,NA,NA
"6579","23K150","P.S. 150 Christopher","2017-18","90.7","SWD Status","SWD","P.S. 150 Christopher","2017-18",171,31,0.485,0.515,0.649,0.018,0.363,0.988,0.975,NA,NA,24,NA,NA,9.7,NA,NA,NA
"6580","23K150","P.S. 150 Christopher","2017-18","s","Ethnicity","White","P.S. 150 Christopher","2017-18",171,31,0.485,0.515,0.649,0.018,0.363,0.988,0.975,NA,NA,24,NA,NA,9.7,NA,NA,NA
"6581","23K150","P.S. 150 Christopher","2017-18","88.9","SWD Status","Not SWD","P.S. 150 Christopher","2017-18",171,31,0.485,0.515,0.649,0.018,0.363,0.988,0.975,NA,NA,24,NA,NA,9.7,NA,NA,NA
"6582","23K150","P.S. 150 Christopher","2017-18","87.1","Gender","Female","P.S. 150 Christopher","2017-18",171,31,0.485,0.515,0.649,0.018,0.363,0.988,0.975,NA,NA,24,NA,NA,9.7,NA,NA,NA
"6583","23K150","P.S. 150 Christopher","2017-18","91.0","Gender","Male","P.S. 150 Christopher","2017-18",171,31,0.485,0.515,0.649,0.018,0.363,0.988,0.975,NA,NA,24,NA,NA,9.7,NA,NA,NA
"6584","23K150","P.S. 150 Christopher","2017-18","s","ELL Status","ELL","P.S. 150 Christopher","2017-18",171,31,0.485,0.515,0.649,0.018,0.363,0.988,0.975,NA,NA,24,NA,NA,9.7,NA,NA,NA
"6585","23K155","P.S./ I.S. 155 Nicholas Herkimer","2017-18","88.5","All Students","All Students","P.S./ I.S. 155 Nicholas Herkimer","2017-18",416,49,0.5,0.5,0.512,0.014,0.228,0.974,0.938,NA,22,NA,NA,10.5,NA,NA,NA,NA
"6586","23K155","P.S./ I.S. 155 Nicholas Herkimer","2017-18","89.0","Ethnicity","Hispanic","P.S./ I.S. 155 Nicholas Herkimer","2017-18",416,49,0.5,0.5,0.512,0.014,0.228,0.974,0.938,NA,22,NA,NA,10.5,NA,NA,NA,NA
"6587","23K155","P.S./ I.S. 155 Nicholas Herkimer","2017-18","88.3","Ethnicity","Black","P.S./ I.S. 155 Nicholas Herkimer","2017-18",416,49,0.5,0.5,0.512,0.014,0.228,0.974,0.938,NA,22,NA,NA,10.5,NA,NA,NA,NA
"6588","23K155","P.S./ I.S. 155 Nicholas Herkimer","2017-18","87.4","SWD Status","Not SWD","P.S./ I.S. 155 Nicholas Herkimer","2017-18",416,49,0.5,0.5,0.512,0.014,0.228,0.974,0.938,NA,22,NA,NA,10.5,NA,NA,NA,NA
"6589","23K155","P.S./ I.S. 155 Nicholas Herkimer","2017-18","91.4","SWD Status","SWD","P.S./ I.S. 155 Nicholas Herkimer","2017-18",416,49,0.5,0.5,0.512,0.014,0.228,0.974,0.938,NA,22,NA,NA,10.5,NA,NA,NA,NA
"6590","23K155","P.S./ I.S. 155 Nicholas Herkimer","2017-18","87.7","Gender","Female","P.S./ I.S. 155 Nicholas Herkimer","2017-18",416,49,0.5,0.5,0.512,0.014,0.228,0.974,0.938,NA,22,NA,NA,10.5,NA,NA,NA,NA
"6591","23K155","P.S./ I.S. 155 Nicholas Herkimer","2017-18","s","Poverty","Poverty","P.S./ I.S. 155 Nicholas Herkimer","2017-18",416,49,0.5,0.5,0.512,0.014,0.228,0.974,0.938,NA,22,NA,NA,10.5,NA,NA,NA,NA
"6592","23K155","P.S./ I.S. 155 Nicholas Herkimer","2017-18","89.2","Gender","Male","P.S./ I.S. 155 Nicholas Herkimer","2017-18",416,49,0.5,0.5,0.512,0.014,0.228,0.974,0.938,NA,22,NA,NA,10.5,NA,NA,NA,NA
"6593","23K155","P.S./ I.S. 155 Nicholas Herkimer","2017-18","89.0","ELL Status","Not ELL","P.S./ I.S. 155 Nicholas Herkimer","2017-18",416,49,0.5,0.5,0.512,0.014,0.228,0.974,0.938,NA,22,NA,NA,10.5,NA,NA,NA,NA
"6594","23K155","P.S./ I.S. 155 Nicholas Herkimer","2017-18","s","Poverty","Not Poverty","P.S./ I.S. 155 Nicholas Herkimer","2017-18",416,49,0.5,0.5,0.512,0.014,0.228,0.974,0.938,NA,22,NA,NA,10.5,NA,NA,NA,NA
"6595","23K155","P.S./ I.S. 155 Nicholas Herkimer","2017-18","s","Ethnicity","White","P.S./ I.S. 155 Nicholas Herkimer","2017-18",416,49,0.5,0.5,0.512,0.014,0.228,0.974,0.938,NA,22,NA,NA,10.5,NA,NA,NA,NA
"6596","23K155","P.S./ I.S. 155 Nicholas Herkimer","2017-18","85.1","ELL Status","ELL","P.S./ I.S. 155 Nicholas Herkimer","2017-18",416,49,0.5,0.5,0.512,0.014,0.228,0.974,0.938,NA,22,NA,NA,10.5,NA,NA,NA,NA
"6597","23K155","P.S./ I.S. 155 Nicholas Herkimer","2017-18","s","Ethnicity","Other","P.S./ I.S. 155 Nicholas Herkimer","2017-18",416,49,0.5,0.5,0.512,0.014,0.228,0.974,0.938,NA,22,NA,NA,10.5,NA,NA,NA,NA
"6598","23K156","P.S. 156 Waverly","2017-18","88.6","Gender","Male","P.S. 156 Waverly","2017-18",714,99,0.461,0.539,0.797,0.008,0.231,0.917,0.89,NA,20.7,25,NA,12,10.5,NA,NA,NA
"6599","23K156","P.S. 156 Waverly","2017-18","88.5","All Students","All Students","P.S. 156 Waverly","2017-18",714,99,0.461,0.539,0.797,0.008,0.231,0.917,0.89,NA,20.7,25,NA,12,10.5,NA,NA,NA
"6600","23K156","P.S. 156 Waverly","2017-18","94.8","Poverty","Not Poverty","P.S. 156 Waverly","2017-18",714,99,0.461,0.539,0.797,0.008,0.231,0.917,0.89,NA,20.7,25,NA,12,10.5,NA,NA,NA
"6601","23K156","P.S. 156 Waverly","2017-18","88.5","Gender","Female","P.S. 156 Waverly","2017-18",714,99,0.461,0.539,0.797,0.008,0.231,0.917,0.89,NA,20.7,25,NA,12,10.5,NA,NA,NA
"6602","23K156","P.S. 156 Waverly","2017-18","89.5","SWD Status","Not SWD","P.S. 156 Waverly","2017-18",714,99,0.461,0.539,0.797,0.008,0.231,0.917,0.89,NA,20.7,25,NA,12,10.5,NA,NA,NA
"6603","23K156","P.S. 156 Waverly","2017-18","85.8","SWD Status","SWD","P.S. 156 Waverly","2017-18",714,99,0.461,0.539,0.797,0.008,0.231,0.917,0.89,NA,20.7,25,NA,12,10.5,NA,NA,NA
"6604","23K156","P.S. 156 Waverly","2017-18","89.8","Ethnicity","Black","P.S. 156 Waverly","2017-18",714,99,0.461,0.539,0.797,0.008,0.231,0.917,0.89,NA,20.7,25,NA,12,10.5,NA,NA,NA
"6605","23K156","P.S. 156 Waverly","2017-18","87.9","Poverty","Poverty","P.S. 156 Waverly","2017-18",714,99,0.461,0.539,0.797,0.008,0.231,0.917,0.89,NA,20.7,25,NA,12,10.5,NA,NA,NA
"6606","23K156","P.S. 156 Waverly","2017-18","s","Ethnicity","Other","P.S. 156 Waverly","2017-18",714,99,0.461,0.539,0.797,0.008,0.231,0.917,0.89,NA,20.7,25,NA,12,10.5,NA,NA,NA
"6607","23K156","P.S. 156 Waverly","2017-18","s","ELL Status","ELL","P.S. 156 Waverly","2017-18",714,99,0.461,0.539,0.797,0.008,0.231,0.917,0.89,NA,20.7,25,NA,12,10.5,NA,NA,NA
"6608","23K156","P.S. 156 Waverly","2017-18","s","ELL Status","Not ELL","P.S. 156 Waverly","2017-18",714,99,0.461,0.539,0.797,0.008,0.231,0.917,0.89,NA,20.7,25,NA,12,10.5,NA,NA,NA
"6609","23K156","P.S. 156 Waverly","2017-18","s","Ethnicity","Hispanic","P.S. 156 Waverly","2017-18",714,99,0.461,0.539,0.797,0.008,0.231,0.917,0.89,NA,20.7,25,NA,12,10.5,NA,NA,NA
"6610","23K165","P.S. 165 Ida Posner","2017-18","s","Ethnicity","Other","P.S. 165 Ida Posner","2017-18",229,31,0.459,0.541,0.79,0.039,0.284,0.939,0.954,NA,NA,24,NA,7,5.5,NA,NA,NA
"6611","23K165","P.S. 165 Ida Posner","2017-18","90.4","SWD Status","SWD","P.S. 165 Ida Posner","2017-18",229,31,0.459,0.541,0.79,0.039,0.284,0.939,0.954,NA,NA,24,NA,7,5.5,NA,NA,NA
"6612","23K165","P.S. 165 Ida Posner","2017-18","s","Gender","Female","P.S. 165 Ida Posner","2017-18",229,31,0.459,0.541,0.79,0.039,0.284,0.939,0.954,NA,NA,24,NA,7,5.5,NA,NA,NA
"6613","23K165","P.S. 165 Ida Posner","2017-18","s","Gender","Male","P.S. 165 Ida Posner","2017-18",229,31,0.459,0.541,0.79,0.039,0.284,0.939,0.954,NA,NA,24,NA,7,5.5,NA,NA,NA
"6614","23K165","P.S. 165 Ida Posner","2017-18","86.7","SWD Status","Not SWD","P.S. 165 Ida Posner","2017-18",229,31,0.459,0.541,0.79,0.039,0.284,0.939,0.954,NA,NA,24,NA,7,5.5,NA,NA,NA
"6615","23K165","P.S. 165 Ida Posner","2017-18","s","ELL Status","Not ELL","P.S. 165 Ida Posner","2017-18",229,31,0.459,0.541,0.79,0.039,0.284,0.939,0.954,NA,NA,24,NA,7,5.5,NA,NA,NA
"6616","23K165","P.S. 165 Ida Posner","2017-18","s","Poverty","Not Poverty","P.S. 165 Ida Posner","2017-18",229,31,0.459,0.541,0.79,0.039,0.284,0.939,0.954,NA,NA,24,NA,7,5.5,NA,NA,NA
"6617","23K165","P.S. 165 Ida Posner","2017-18","s","Poverty","Poverty","P.S. 165 Ida Posner","2017-18",229,31,0.459,0.541,0.79,0.039,0.284,0.939,0.954,NA,NA,24,NA,7,5.5,NA,NA,NA
"6618","23K165","P.S. 165 Ida Posner","2017-18","s","ELL Status","ELL","P.S. 165 Ida Posner","2017-18",229,31,0.459,0.541,0.79,0.039,0.284,0.939,0.954,NA,NA,24,NA,7,5.5,NA,NA,NA
"6619","23K165","P.S. 165 Ida Posner","2017-18","88.6","All Students","All Students","P.S. 165 Ida Posner","2017-18",229,31,0.459,0.541,0.79,0.039,0.284,0.939,0.954,NA,NA,24,NA,7,5.5,NA,NA,NA
"6620","23K165","P.S. 165 Ida Posner","2017-18","87.9","Ethnicity","Black","P.S. 165 Ida Posner","2017-18",229,31,0.459,0.541,0.79,0.039,0.284,0.939,0.954,NA,NA,24,NA,7,5.5,NA,NA,NA
"6621","23K165","P.S. 165 Ida Posner","2017-18","s","Ethnicity","Hispanic","P.S. 165 Ida Posner","2017-18",229,31,0.459,0.541,0.79,0.039,0.284,0.939,0.954,NA,NA,24,NA,7,5.5,NA,NA,NA
"6622","23K178","P.S. 178 Saint Clair Mckelway","2017-18","s","ELL Status","ELL","P.S. 178 Saint Clair Mckelway","2017-18",377,46,0.509,0.491,0.753,0.032,0.207,0.894,0.918,NA,21,19,NA,NA,12.7,NA,NA,NA
"6623","23K178","P.S. 178 Saint Clair Mckelway","2017-18","90.0","Ethnicity","Black","P.S. 178 Saint Clair Mckelway","2017-18",377,46,0.509,0.491,0.753,0.032,0.207,0.894,0.918,NA,21,19,NA,NA,12.7,NA,NA,NA
"6624","23K178","P.S. 178 Saint Clair Mckelway","2017-18","s","Ethnicity","Hispanic","P.S. 178 Saint Clair Mckelway","2017-18",377,46,0.509,0.491,0.753,0.032,0.207,0.894,0.918,NA,21,19,NA,NA,12.7,NA,NA,NA
"6625","23K178","P.S. 178 Saint Clair Mckelway","2017-18","s","Ethnicity","White","P.S. 178 Saint Clair Mckelway","2017-18",377,46,0.509,0.491,0.753,0.032,0.207,0.894,0.918,NA,21,19,NA,NA,12.7,NA,NA,NA
"6626","23K178","P.S. 178 Saint Clair Mckelway","2017-18","88.4","Gender","Female","P.S. 178 Saint Clair Mckelway","2017-18",377,46,0.509,0.491,0.753,0.032,0.207,0.894,0.918,NA,21,19,NA,NA,12.7,NA,NA,NA
"6627","23K178","P.S. 178 Saint Clair Mckelway","2017-18","88.9","Poverty","Poverty","P.S. 178 Saint Clair Mckelway","2017-18",377,46,0.509,0.491,0.753,0.032,0.207,0.894,0.918,NA,21,19,NA,NA,12.7,NA,NA,NA
"6628","23K178","P.S. 178 Saint Clair Mckelway","2017-18","89.7","SWD Status","Not SWD","P.S. 178 Saint Clair Mckelway","2017-18",377,46,0.509,0.491,0.753,0.032,0.207,0.894,0.918,NA,21,19,NA,NA,12.7,NA,NA,NA
"6629","23K178","P.S. 178 Saint Clair Mckelway","2017-18","88.7","SWD Status","SWD","P.S. 178 Saint Clair Mckelway","2017-18",377,46,0.509,0.491,0.753,0.032,0.207,0.894,0.918,NA,21,19,NA,NA,12.7,NA,NA,NA
"6630","23K178","P.S. 178 Saint Clair Mckelway","2017-18","93.0","Poverty","Not Poverty","P.S. 178 Saint Clair Mckelway","2017-18",377,46,0.509,0.491,0.753,0.032,0.207,0.894,0.918,NA,21,19,NA,NA,12.7,NA,NA,NA
"6631","23K178","P.S. 178 Saint Clair Mckelway","2017-18","89.5","All Students","All Students","P.S. 178 Saint Clair Mckelway","2017-18",377,46,0.509,0.491,0.753,0.032,0.207,0.894,0.918,NA,21,19,NA,NA,12.7,NA,NA,NA
"6632","23K178","P.S. 178 Saint Clair Mckelway","2017-18","s","ELL Status","Not ELL","P.S. 178 Saint Clair Mckelway","2017-18",377,46,0.509,0.491,0.753,0.032,0.207,0.894,0.918,NA,21,19,NA,NA,12.7,NA,NA,NA
"6633","23K178","P.S. 178 Saint Clair Mckelway","2017-18","90.3","Gender","Male","P.S. 178 Saint Clair Mckelway","2017-18",377,46,0.509,0.491,0.753,0.032,0.207,0.894,0.918,NA,21,19,NA,NA,12.7,NA,NA,NA
"6634","23K184","P.S. 184 Newport","2017-18","s","ELL Status","Not ELL","P.S. 184 Newport","2017-18",567,62,0.503,0.497,0.718,0.007,0.287,0.915,0.953,NA,30,24,NA,9,10.7,NA,NA,NA
"6635","23K184","P.S. 184 Newport","2017-18","90.6","SWD Status","Not SWD","P.S. 184 Newport","2017-18",567,62,0.503,0.497,0.718,0.007,0.287,0.915,0.953,NA,30,24,NA,9,10.7,NA,NA,NA
"6636","23K184","P.S. 184 Newport","2017-18","89.8","SWD Status","SWD","P.S. 184 Newport","2017-18",567,62,0.503,0.497,0.718,0.007,0.287,0.915,0.953,NA,30,24,NA,9,10.7,NA,NA,NA
"6637","23K184","P.S. 184 Newport","2017-18","89.3","Gender","Male","P.S. 184 Newport","2017-18",567,62,0.503,0.497,0.718,0.007,0.287,0.915,0.953,NA,30,24,NA,9,10.7,NA,NA,NA
"6638","23K184","P.S. 184 Newport","2017-18","s","Poverty","Not Poverty","P.S. 184 Newport","2017-18",567,62,0.503,0.497,0.718,0.007,0.287,0.915,0.953,NA,30,24,NA,9,10.7,NA,NA,NA
"6639","23K184","P.S. 184 Newport","2017-18","s","Poverty","Poverty","P.S. 184 Newport","2017-18",567,62,0.503,0.497,0.718,0.007,0.287,0.915,0.953,NA,30,24,NA,9,10.7,NA,NA,NA
"6640","23K184","P.S. 184 Newport","2017-18","s","Ethnicity","Other","P.S. 184 Newport","2017-18",567,62,0.503,0.497,0.718,0.007,0.287,0.915,0.953,NA,30,24,NA,9,10.7,NA,NA,NA
